الرقم_الضريبي,السنة,القطاع,القسم_كود,القسم,المجموع_كود,المجموع,الفرع_كود,الفرع,المبيعات_جنيه,الإيرادات_جنيه,الموظفون,رأس_المال_المدفوع_جنيه,ضريبة_القيمة_المضافة_المتوقعة,ضريبة_القيمة_المضافة_المصرح_بها,branches,فئة_SME,start_year,اسم_الشركة,عمر_المنشأة,نمو_المبيعات,نمو_الموظفين,العائد_على_رأس_المال,المبيعات_جنيه_p,نمو_المبيعات_p,الموظفون_p,نمو_الموظفين_p,عمر_المنشأة_p,العائد_على_رأس_المال_p,branches_p,score
100149975,2021,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5590,,3907612.0,3648896.0,10,564733.0,547066.0,405536.0,1,small,2017,اللوتس كيماويات ش.م.م,5,,,6.461276390789984,0.06050955414012739,0.5,0.3487261146496815,0.5,0.2929936305732484,0.19745222929936307,0.37579617834394907,3.37
100149975,2022,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5590,,5540669.0,5923425.0,10,564733.0,775694.0,684197.0,1,small,2017,اللوتس كيماويات ش.م.م,6,0.4179168760869809,0.0,10.488894752033262,0.07079646017699115,0.15634218289085547,0.3672566371681416,0.4306784660766962,0.3480825958702065,0.2153392330383481,0.3746312684365782,2.7
100149975,2023,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5590,,5502616.0,5719916.0,11,564733.0,770366.0,764236.0,1,small,2017,اللوتس كيماويات ش.م.م,7,-0.006867943203248572,0.10000000000000009,10.128531536141859,0.04735376044568245,0.14206128133704735,0.42618384401114207,0.8746518105849582,0.38440111420612816,0.1894150417827298,0.3746518105849582,3.23
100149975,2024,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5590,,5625891.0,5543976.0,10,564733.0,787625.0,637413.0,1,small,2017,اللوتس كيماويات ش.م.م,8,0.022402980691365704,-0.09090909090909094,9.81698608014761,0.05630026809651475,0.35924932975871315,0.33646112600536193,0.0871313672922252,0.4101876675603217,0.1876675603217158,0.37667560321715815,2.65
100149975,2025,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5590,,5785495.0,5509771.0,12,564733.0,809969.0,651229.0,1,small,2017,اللوتس كيماويات ش.م.م,9,0.028369550707612268,0.19999999999999996,9.756417634528175,0.043243243243243246,0.42162162162162165,0.4635135135135135,0.9797297297297297,0.40945945945945944,0.16756756756756758,0.37567567567567567,3.95
100233326,2021,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,49913053.0,49111628.0,81,4338080.0,6987827.0,6852005.0,1,small,2011,اللوتس لوجستيات ش.ذ.م.م,11,,,11.321051709512043,0.60828025477707,0.5,0.9920382165605095,0.5,0.6640127388535032,0.3089171974522293,0.37579617834394907,5.36
100233326,2022,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,74956690.0,67744029.0,83,4338080.0,10493937.0,11324668.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,12,0.5017452448761248,0.024691358024691468,15.616131791022756,0.616519174041298,0.672566371681416,0.9734513274336283,0.6873156342182891,0.6887905604719764,0.29793510324483774,0.3746312684365782,5.92
100233326,2023,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,79023170.0,84809623.0,81,4338080.0,11063244.0,10809493.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,13,0.05425106151298831,-0.02409638554216864,19.55003665215948,0.6295264623955432,0.6991643454038997,0.958217270194986,0.18662952646239556,0.7061281337047354,0.3593314763231198,0.3746518105849582,5.47
100233326,2024,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,88106543.0,82480016.0,86,4338080.0,12334916.0,11517936.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,14,0.11494569251018394,0.06172839506172845,19.013023272968688,0.646112600536193,0.935656836461126,0.9731903485254692,0.7667560321715817,0.7184986595174263,0.34584450402144773,0.37667560321715815,6.68
100233326,2025,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,88742875.0,89009101.0,84,4338080.0,12424003.0,11259039.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,15,0.007222301299461886,-0.023255813953488413,20.518086572861726,0.6486486486486487,0.24324324324324326,0.9675675675675676,0.1864864864864865,0.7162162162162162,0.3567567567567568,0.37567567567567567,4.6
100271416,2021,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,51470230.0,46623959.0,11,2335102.0,7205832.0,6543917.0,1,small,2011,النيل أغذية ذ.م.م,11,,,19.966562060244048,0.5956937799043063,0.5,0.4677033492822967,0.5,0.6578947368421053,0.430622009569378,0.3827751196172249,4.93
100271416,2022,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,52322573.0,49736330.0,10,2335102.0,7325160.0,7950001.0,1,small,2011,النيل أغذية ذ.م.م,12,0.016559922114200765,-0.09090909090909094,21.299425035822846,0.5796460176991151,0.3163716814159292,0.3915929203539823,0.07079646017699115,0.6836283185840708,0.4491150442477876,0.3838495575221239,3.98
100271416,2023,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,49786658.0,48493745.0,10,2335102.0,6970132.0,7612941.0,1,small,2011,النيل أغذية ذ.م.م,13,-0.048466939880804416,0.0,20.767291964119767,0.5502092050209205,0.060669456066945605,0.401673640167364,0.42782426778242677,0.700836820083682,0.42677824267782427,0.3807531380753138,3.78
100271416,2024,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,52841787.0,56908547.0,11,2335102.0,7397850.0,5966407.0,1,medium,2011,النيل أغذية ذ.م.م,14,0.06136441212824528,0.10000000000000009,24.37090414037588,0.5610236220472441,0.7696850393700787,0.453740157480315,0.8917322834645669,0.718503937007874,0.4763779527559055,0.37893700787401574,6.08
100271416,2025,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,53986770.0,49340857.0,11,2335102.0,7558148.0,8225633.0,1,small,2011,النيل أغذية ذ.م.م,15,0.02166813548527413,0.0,21.130064982172087,0.5612648221343873,0.43280632411067194,0.43873517786561267,0.41205533596837945,0.717391304347826,0.40118577075098816,0.3794466403162055,4.58
100400180,2022,الصناعة التحويلية,C1,,C15,,C1512,,27303159.0,25202074.0,10,1403794.0,3822442.0,3081348.0,8,small,2022,النيل لوجستيات ش.م.م,1,,,17.95282926127338,0.2966386554621849,0.5004201680672269,0.39327731092436974,0.453781512605042,0.030252100840336135,0.7168067226890756,0.954201680672269,4.77
100400180,2023,الصناعة التحويلية,C1,,C15,,C1512,,25748073.0,26057151.0,10,1403794.0,3604730.0,3172347.0,8,small,2022,النيل لوجستيات ش.م.م,2,-0.05695626648916341,0.0,18.5619478356511,0.28559870550161814,0.2766990291262136,0.3859223300970874,0.4393203883495146,0.07281553398058252,0.7378640776699029,0.9538834951456311,4.56
100400180,2024,الصناعة التحويلية,C1,,C15,,C1512,,28161226.0,26473172.0,10,1403794.0,3942572.0,3547271.0,8,small,2022,النيل لوجستيات ش.م.م,3,0.09372169327001667,0.0,18.858302571459916,0.2981510015408321,0.6070878274268104,0.37596302003081666,0.4318181818181818,0.12172573189522343,0.7149460708782742,0.9549306625577813,4.97
100400180,2025,الصناعة التحويلية,C1,,C15,,C1512,,29797000.0,29812650.0,10,1403794.0,4171580.0,2935388.0,8,small,2022,النيل لوجستيات ش.م.م,4,0.0580860364531004,0.0,21.237197195599926,0.29836829836829837,0.7482517482517482,0.37024087024087027,0.45143745143745145,0.12276612276612277,0.7521367521367521,0.9545454545454546,5.24
100414406,2022,المعلومات والاتصالات,J5,,J58,,J5819,,191584226.0,195968521.0,40,4555687.0,26821792.0,20443513.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,1,,,43.0162390436393,0.9209302325581395,0.5011627906976744,0.6825581395348838,0.3511627906976744,0.03837209302325582,0.7930232558139535,0.8593023255813953,6.23
100414406,2023,المعلومات والاتصالات,J5,,J58,,J5819,,205708850.0,224614606.0,43,4555687.0,28799239.0,21837960.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,2,0.0737254015891684,0.07499999999999996,49.30422261230853,0.8989010989010989,0.08571428571428572,0.710989010989011,0.7120879120879121,0.09340659340659341,0.8087912087912088,0.8593406593406593,5.57
100414406,2024,المعلومات والاتصالات,J5,,J58,,J5819,,222714231.0,244008289.0,44,4555687.0,31179992.0,32739264.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,3,0.08266723089453865,0.023255813953488413,53.56124970833159,0.9023354564755839,0.5562632696390658,0.7091295116772823,0.4745222929936306,0.12632696390658174,0.7961783439490446,0.8598726114649682,6.59
100414406,2025,المعلومات والاتصالات,J5,,J58,,J5819,,239808358.0,228612256.0,43,4555687.0,33573170.0,33383115.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,4,0.0767536359183083,-0.022727272727272707,50.18173021983293,0.8993576017130621,0.4817987152034261,0.6734475374732334,0.11134903640256959,0.12740899357601712,0.7173447537473233,0.8586723768736617,5.72
100479255,2021,الصناعة التحويلية,C3,,C30,,C3091,,96260926.0,93757428.0,70,12634834.0,13476530.0,14705090.0,4,medium,2017,الأهرام كيماويات ش.م.م,5,,,7.420550835887515,0.6980461811722913,0.5,0.9258436944937833,0.5,0.28685612788632325,0.27087033747779754,0.8250444049733571,5.4
100479255,2022,الصناعة التحويلية,C3,,C30,,C3091,,101116765.0,98611951.0,68,12634834.0,14156347.0,12726901.0,4,medium,2017,الأهرام كيماويات ش.م.م,6,0.0504445490167007,-0.02857142857142858,7.804768230433419,0.7075630252100841,0.7142857142857143,0.9063025210084034,0.15924369747899159,0.330672268907563,0.2848739495798319,0.8252100840336134,5.47
100479255,2023,الصناعة التحويلية,C3,,C30,,C3091,,78405038.0,102540349.0,66,12634834.0,13307054.0,10392101.0,4,medium,2017,الأهرام كيماويات ش.م.م,7,-0.2246089162365904,-0.02941176470588236,8.115686284441885,0.6715210355987055,0.054207119741100325,0.8907766990291263,0.16788025889967637,0.35962783171521034,0.313915857605178,0.8248381877022654,4.7
100479255,2024,الصناعة التحويلية,C3,,C30,,C3091,,92138091.0,88951983.0,64,12634834.0,13744666.0,12981169.0,4,medium,2017,الأهرام كيماويات ش.م.م,8,0.1751552368356737,-0.030303030303030276,7.0402177820460485,0.7018489984591679,0.9329738058551618,0.863251155624037,0.14869029275808937,0.3940677966101695,0.22419106317411402,0.8278120184899846,5.57
100479255,2025,الصناعة التحويلية,C3,,C30,,C3091,,88580752.0,103325646.0,66,12634834.0,14457228.0,13355082.0,4,medium,2017,الأهرام كيماويات ش.م.م,9,-0.03860877690639364,0.03125,8.177839613880167,0.6783216783216783,0.09945609945609946,0.8694638694638694,0.7253302253302253,0.3939393939393939,0.27505827505827507,0.8271173271173271,5.12
100520866,2024,النقل والتخزين,H4,,H49,,H4921,,184822869.0,188564111.0,39,3217591.0,25875202.0,27912924.0,1,medium,2024,مصر كيماويات محدودة,1,,,58.60412681412895,0.9311827956989247,0.5010752688172043,0.6301075268817204,0.489247311827957,0.01935483870967742,0.8881720430107527,0.3720430107526882,6.22
100520866,2025,النقل والتخزين,H4,,H49,,H4921,,193645672.0,187543072.0,35,3217591.0,27110394.0,23618483.0,1,medium,2024,مصر كيماويات محدودة,2,0.047736533080221744,-0.10256410256410253,58.28679655058707,0.9267241379310345,0.7543103448275862,0.6142241379310345,0.06896551724137931,0.01939655172413793,0.8879310344827587,0.37176724137931033,6.12
100846774,2021,الصناعة التحويلية,C3,,C30,,C3040,,204650383.0,211618991.0,35,6799286.0,28651054.0,28157114.0,1,medium,2008,النيل منسوجات ش.م.م,14,,,31.123707842264615,0.9600355239786856,0.5,0.6358792184724689,0.5,0.8183836589698046,0.8934280639431617,0.3663410301953819,7.41
100846774,2022,الصناعة التحويلية,C3,,C30,,C3040,,213873762.0,210051691.0,34,6799286.0,29942327.0,27508850.0,1,medium,2008,النيل منسوجات ش.م.م,15,0.04506895547808476,-0.02857142857142858,30.89319834464972,0.965546218487395,0.6722689075630253,0.6319327731092437,0.15924369747899159,0.8298319327731093,0.8831932773109243,0.3668067226890756,7.34
100846774,2023,الصناعة التحويلية,C3,,C30,,C3040,,200189755.0,207653441.0,36,6799286.0,28026566.0,26755596.0,1,medium,2008,النيل منسوجات ش.م.م,16,-0.06398170056970331,0.05882352941176472,30.540477485430088,0.9627831715210357,0.24433656957928804,0.6415857605177994,0.7997572815533981,0.8361650485436893,0.8875404530744336,0.36650485436893204,7.36
100846774,2024,الصناعة التحويلية,C3,,C30,,C3040,,214955849.0,201586425.0,34,6799286.0,30093819.0,31019308.0,1,medium,2008,النيل منسوجات ش.م.م,17,0.0737604878930993,-0.05555555555555558,29.648175558433636,0.9668721109399075,0.3844375963020031,0.6194144838212635,0.10939907550077041,0.8439907550077042,0.8705701078582434,0.36787365177195686,6.92
100846774,2025,الصناعة التحويلية,C3,,C30,,C3040,,223906603.0,210215550.0,36,6799286.0,31346924.0,32204149.0,1,medium,2008,النيل منسوجات ش.م.م,18,0.04163996486552923,0.05882352941176472,30.917297786855855,0.9673659673659674,0.6433566433566433,0.6367521367521367,0.7913752913752914,0.8426573426573427,0.8624708624708625,0.3686868686868687,7.78
100859609,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,54194298.0,49710041.0,60,3778675.0,7587202.0,5355143.0,1,small,2023,اللوتس منسوجات محدودة,1,,,13.15541585344069,0.5784041286224693,0.5001984914648671,0.8290988487495038,0.4704247717348154,0.029178245335450576,0.2481143310837634,0.37316395394998014,4.5
100859609,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,53562393.0,54161243.0,55,3778675.0,8331928.0,7612374.0,1,medium,2023,اللوتس منسوجات محدودة,2,-0.01165999050305988,-0.08333333333333337,14.333395436230955,0.6010598031794095,0.9436033308099925,0.7791445874337622,0.09822104466313399,0.08005299015897048,0.2676003028009084,0.3726343679031037,4.9
100859609,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,57772653.0,52567756.0,56,3778675.0,8088171.0,6782276.0,1,medium,2023,اللوتس منسوجات محدودة,3,0.0786047777962422,0.018181818181818077,13.911690208869512,0.5878995433789954,0.12252663622526636,0.7834855403348554,0.6757990867579908,0.08009893455098935,0.2484779299847793,0.3721461187214612,4.07
100872949,2021,الصناعة التحويلية,C3,,C33,,C3312,,1456327.0,5237078.0,44,1515715.0,766979.0,713877.0,1,small,2016,النيل صلب ذ.م.م,6,,,3.4551864961420846,0.008880994671403197,0.5,0.7109236234458259,0.5,0.3428063943161634,0.09325044404973357,0.3663410301953819,2.96
100872949,2022,الصناعة التحويلية,C3,,C33,,C3312,,5738246.0,5942258.0,10,1515715.0,803354.0,771281.0,1,small,2016,النيل صلب ذ.م.م,7,2.9402180966225306,-0.7727272727272727,3.9204322712383264,0.06638655462184874,0.9705882352941176,0.39327731092436974,0.014285714285714285,0.38277310924369745,0.11176470588235295,0.3668067226890756,2.9
100872949,2023,الصناعة التحويلية,C3,,C33,,C3312,,5631941.0,6132252.0,10,1515715.0,788472.0,631407.0,1,small,2016,النيل صلب ذ.م.م,8,-0.018525695831095423,0.0,4.04578169378808,0.063915857605178,0.6286407766990292,0.3859223300970874,0.4393203883495146,0.409789644012945,0.11731391585760517,0.36650485436893204,2.86
100872949,2024,الصناعة التحويلية,C3,,C33,,C3312,,5910643.0,6428387.0,10,1515715.0,827490.0,599123.0,1,small,2016,النيل صلب ذ.م.م,9,0.04948595874850259,0.0,4.241158133290229,0.06086286594761171,0.21648690292758088,0.37596302003081666,0.4318181818181818,0.4410631741140216,0.11093990755007704,0.36787365177195686,2.37
100872949,2025,الصناعة التحويلية,C3,,C33,,C3312,,5822162.0,5786409.0,10,1515715.0,815103.0,682798.0,1,small,2016,النيل صلب ذ.م.م,10,-0.014969775707989852,0.0,3.817610170777488,0.06060606060606061,0.1926961926961927,0.37024087024087027,0.45143745143745145,0.44094794094794093,0.09712509712509712,0.3686868686868687,2.31
100899048,2024,النقل والتخزين,H4,,H49,,H4923,,39076985.0,39644684.0,5,796572.0,5470778.0,4244582.0,1,small,2024,الإسكندرية خدمات ذ.م.م,1,,,49.76911566060569,0.432258064516129,0.5010752688172043,0.01935483870967742,0.489247311827957,0.01935483870967742,0.8172043010752689,0.3720430107526882,4.19
100899048,2025,النقل والتخزين,H4,,H49,,H4923,,41200440.0,40912795.0,5,796572.0,5768062.0,5200652.0,1,small,2024,الإسكندرية خدمات ذ.م.م,2,0.05434029774815019,0.0,51.3610759604907,0.4353448275862069,0.8017241379310345,0.029094827586206896,0.4525862068965517,0.01939655172413793,0.8383620689655172,0.37176724137931033,4.64
101031226,2021,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,12537682.0,12282223.0,9,1128338.0,1755275.0,1255860.0,1,small,2006,اللوتس صلب ش.م.م,16,,,10.885233857230723,0.2356687898089172,0.5,0.2802547770700637,0.5,0.9267515923566879,0.29936305732484075,0.37579617834394907,4.18
101031226,2022,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,18890034.0,19941963.0,9,1128338.0,2644605.0,2661335.0,1,small,2006,اللوتس صلب ش.م.م,17,0.5066608006168924,0.0,17.67374935524639,0.2448377581120944,0.7079646017699115,0.2890855457227139,0.4306784660766962,0.9321533923303835,0.34513274336283184,0.3746312684365782,4.6
101031226,2023,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,19675667.0,19116059.0,9,1128338.0,2754593.0,2326217.0,1,small,2006,اللوتس صلب ش.م.م,18,0.04158981397280703,0.0,16.94178428804135,0.22562674094707522,0.5598885793871866,0.27715877437325903,0.43175487465181056,0.935933147632312,0.29526462395543174,0.3746518105849582,4.2
101031226,2024,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,18644206.0,17717362.0,9,1128338.0,2610189.0,2195912.0,1,small,2006,اللوتس صلب ش.م.م,19,-0.052423178334945364,0.0,15.702176120985024,0.21179624664879357,0.05361930294906166,0.2667560321715818,0.43699731903485256,0.938337801608579,0.2734584450402145,0.37667560321715815,3.14
101031226,2025,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,19350194.0,20760015.0,10,1128338.0,2709027.0,2637698.0,1,small,2006,اللوتس صلب ش.م.م,20,0.03786634839799552,0.11111111111111116,18.398755514748242,0.21081081081081082,0.5243243243243243,0.327027027027027,0.9162162162162162,0.9378378378378378,0.3081081081081081,0.37567567567567567,4.77
101042068,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39690413.0,36206370.0,10,741067.0,5556658.0,4037483.0,1,small,2015,الجيزة لوجستيات محدودة,7,,,48.85708039893829,0.47871873628784556,0.5,0.37735849056603776,0.5,0.379552435278631,0.8547608600263273,0.3753839403247038,4.97
101042068,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39916066.0,39021258.0,10,741067.0,5588249.0,5488624.0,1,small,2015,الجيزة لوجستيات محدودة,8,0.005685327587798161,0.0,52.655506182302005,0.4763894692854158,0.33221897200167155,0.3658587547012119,0.4542415378186377,0.411199331383201,0.8708733806936899,0.37379857918930215,4.64
101042068,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39415797.0,42096172.0,10,741067.0,5518212.0,6027811.0,1,small,2015,الجيزة لوجستيات محدودة,9,-0.012533023670218357,0.0,56.80481252032542,0.45454545454545453,0.1965065502183406,0.3687971417229059,0.4704247717348154,0.444422389837237,0.8928146089718142,0.37316395394998014,4.44
101042068,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,36104271.0,41034755.0,11,741067.0,5616220.0,5154729.0,1,small,2015,الجيزة لوجستيات محدودة,10,-0.08401519827190096,0.10000000000000009,55.372530418976964,0.4538228614685844,0.46139288417865254,0.4371688115064345,0.9051854655563967,0.47312641937925815,0.8720666161998486,0.3726343679031037,5.51
101042068,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,41885613.0,44555855.0,12,741067.0,5863986.0,4842153.0,1,small,2015,الجيزة لوجستيات محدودة,11,0.16012903293352743,0.09090909090909083,60.12392266826077,0.4680365296803653,0.7199391171993912,0.4842085235920852,0.8641552511415526,0.4712709284627093,0.8862252663622526,0.3721461187214612,6.02
101051460,2021,الأنشطة العقارية,L6,,L68,,L6820,,30533415.0,31223474.0,12,843134.0,4274678.0,4297258.0,1,small,2016,مصر لوجستيات محدودة,6,,,37.032635381801704,0.3372093023255814,0.5,0.4883720930232558,0.5,0.3081395348837209,0.6627906976744186,0.3643410852713178,4.77
101051460,2022,الأنشطة العقارية,L6,,L68,,L6820,,31466705.0,28641191.0,12,843134.0,4405339.0,3807040.0,1,small,2016,مصر لوجستيات محدودة,7,0.030566184621012793,0.0,33.96991581409361,0.35714285714285715,0.6390977443609023,0.4680451127819549,0.43796992481203006,0.33646616541353386,0.6203007518796992,0.36654135338345867,4.8
101051460,2023,الأنشطة العقارية,L6,,L68,,L6820,,31878618.0,32623155.0,13,843134.0,4463007.0,3506357.0,1,small,2016,مصر لوجستيات محدودة,8,0.013090439561434852,0.08333333333333326,38.692728557975364,0.38028169014084506,0.44014084507042256,0.5352112676056338,0.8785211267605634,0.3855633802816901,0.7077464788732394,0.3714788732394366,5.33
101051460,2024,الأنشطة العقارية,L6,,L68,,L6820,,31048007.0,28638253.0,14,843134.0,4346721.0,4450969.0,1,small,2016,مصر لوجستيات محدودة,9,-0.02605542686950857,0.07692307692307687,33.9664311959902,0.3368055555555556,0.1284722222222222,0.5399305555555556,0.8576388888888888,0.3993055555555556,0.6319444444444444,0.3715277777777778,4.73
101051460,2025,الأنشطة العقارية,L6,,L68,,L6820,,31862082.0,29639202.0,14,843134.0,4460691.0,4150146.0,1,small,2016,مصر لوجستيات محدودة,10,0.02621987942736559,0.0,35.153607848811696,0.34494773519163763,0.5888501742160279,0.5400696864111498,0.4686411149825784,0.40069686411149824,0.6585365853658537,0.37282229965156793,5.05
101078689,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4661,,29272522.0,32133476.0,10,1376587.0,4098153.0,3451020.0,1,small,2021,الأهرام كيماويات ش.م.م,1,,,23.34285882403364,0.35936814392277316,0.5,0.37735849056603776,0.5,0.027863097849934182,0.5046072838964458,0.3753839403247038,4.01
101078689,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4661,,28698962.0,31354357.0,11,1376587.0,4017855.0,3006337.0,1,small,2021,الأهرام كيماويات ش.م.م,2,-0.019593801996288573,0.10000000000000009,22.77688006642515,0.3460091934809862,0.1525282072712077,0.4391976598412035,0.8972001671541997,0.07793564563309653,0.4809862097785207,0.37379857918930215,3.92
101078689,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4661,,29106427.0,31968700.0,11,1376587.0,4074900.0,4134772.0,1,small,2021,الأهرام كيماويات ش.م.م,3,0.014197900258552831,0.0,23.2231598874608,0.34339023421992854,0.4184200079396586,0.43588725684795554,0.4704247717348154,0.1317983326716951,0.48431917427550614,0.37316395394998014,3.92
