firm_id,year,industry,risk_score,band,reason_codes
104324585,2025,أنشطة الخدمات الأخرى,0.0,Stable,
104447411,2021,الصناعة التحويلية,0.0,Stable,
104447411,2022,الصناعة التحويلية,0.0,Stable,
104447411,2023,الصناعة التحويلية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
104447411,2024,الصناعة التحويلية,0.0,Stable,
104447411,2025,الصناعة التحويلية,0.0,Stable,
104548070,2023,أنشطة الخدمات الإدارية وخدمات الدعم,0.0,Stable,
104548070,2024,أنشطة الخدمات الإدارية وخدمات الدعم,40.0,Watchlist,Revenue YoY ≤ -10%
104548070,2025,أنشطة الخدمات الإدارية وخدمات الدعم,0.0,Stable,
104744067,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
104744067,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
104744067,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
104744067,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,35.0,Stable,3-year average ≤ -10%/yr
104744067,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
104799498,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
104799498,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,40.0,Watchlist,Revenue YoY ≤ -10%
104799498,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
104799498,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
104799498,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
104825184,2021,الأنشطة المالية وأنشطة التأمين,0.0,Stable,
104825184,2022,الأنشطة المالية وأنشطة التأمين,0.0,Stable,
104825184,2023,الأنشطة المالية وأنشطة التأمين,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
104825184,2024,الأنشطة المالية وأنشطة التأمين,0.0,Stable,
104825184,2025,الأنشطة المالية وأنشطة التأمين,0.0,Stable,
104901093,2021,أنشطة الخدمات الإدارية وخدمات الدعم,0.0,Stable,
104901093,2022,أنشطة الخدمات الإدارية وخدمات الدعم,0.0,Stable,
104901093,2023,أنشطة الخدمات الإدارية وخدمات الدعم,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
104901093,2024,أنشطة الخدمات الإدارية وخدمات الدعم,0.0,Stable,
104901093,2025,أنشطة الخدمات الإدارية وخدمات الدعم,15.0,Stable,Employees YoY ≤ -10%
104989078,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
104989078,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
104989078,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
104989078,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
104989078,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105046167,2021,أنشطة الخدمات الأخرى,0.0,Stable,
105046167,2022,أنشطة الخدمات الأخرى,0.0,Stable,
105046167,2023,أنشطة الخدمات الأخرى,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105046167,2024,أنشطة الخدمات الأخرى,0.0,Stable,
105046167,2025,أنشطة الخدمات الأخرى,0.0,Stable,
105085613,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105085613,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105085613,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105085613,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105085613,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105166188,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105166188,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105166188,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,40.0,Watchlist,Revenue YoY ≤ -10%
105166188,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,40.0,Watchlist,Revenue YoY ≤ -10%
105166188,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105166214,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105166214,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105166214,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,40.0,Watchlist,Revenue YoY ≤ -10%
105166214,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,40.0,Watchlist,Revenue YoY ≤ -10%
105166214,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105236435,2023,الأنشطة المهنية والعلمية والتقنية,0.0,Stable,
105236435,2024,الأنشطة المهنية والعلمية والتقنية,40.0,Watchlist,Revenue YoY ≤ -10%
105236435,2025,الأنشطة المهنية والعلمية والتقنية,0.0,Stable,
105251237,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105251237,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,15.0,Stable,Employees YoY ≤ -10%
105251237,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105251237,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105251237,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,15.0,Stable,Employees YoY ≤ -10%
105336488,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105336488,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105336488,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105336488,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105336488,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105350288,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105350288,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,15.0,Stable,Employees YoY ≤ -10%
105350288,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105350288,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105350288,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105454287,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105454287,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105454287,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105454287,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,35.0,Stable,3-year average ≤ -10%/yr
105454287,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105584320,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105584320,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105584320,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,40.0,Watchlist,Revenue YoY ≤ -10%
105584320,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105584320,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
105643448,2021,الصناعة التحويلية,0.0,Stable,
105643448,2022,الصناعة التحويلية,40.0,Watchlist,Revenue YoY ≤ -10%
105643448,2023,الصناعة التحويلية,15.0,Stable,Employees YoY ≤ -10%
105643448,2024,الصناعة التحويلية,0.0,Stable,
105643448,2025,الصناعة التحويلية,0.0,Stable,
105705442,2021,أنشطة الخدمات الإدارية وخدمات الدعم,0.0,Stable,
105705442,2022,أنشطة الخدمات الإدارية وخدمات الدعم,0.0,Stable,
105705442,2023,أنشطة الخدمات الإدارية وخدمات الدعم,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105705442,2024,أنشطة الخدمات الإدارية وخدمات الدعم,0.0,Stable,
105705442,2025,أنشطة الخدمات الإدارية وخدمات الدعم,0.0,Stable,
105729383,2024,الزراعة والحراجة وصيد الأسماك,0.0,Stable,
105729383,2025,الزراعة والحراجة وصيد الأسماك,40.0,Watchlist,Revenue YoY ≤ -10%
105857653,2021,الزراعة والحراجة وصيد الأسماك,0.0,Stable,
105857653,2022,الزراعة والحراجة وصيد الأسماك,0.0,Stable,
105857653,2023,الزراعة والحراجة وصيد الأسماك,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
105857653,2024,الزراعة والحراجة وصيد الأسماك,0.0,Stable,
105857653,2025,الزراعة والحراجة وصيد الأسماك,0.0,Stable,
106005101,2021,الزراعة والحراجة وصيد الأسماك,0.0,Stable,
106005101,2022,الزراعة والحراجة وصيد الأسماك,0.0,Stable,
106005101,2023,الزراعة والحراجة وصيد الأسماك,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
106005101,2024,الزراعة والحراجة وصيد الأسماك,0.0,Stable,
106005101,2025,الزراعة والحراجة وصيد الأسماك,0.0,Stable,
106022547,2021,أنشطة الإقامة وخدمات الطعام,0.0,Stable,
106022547,2022,أنشطة الإقامة وخدمات الطعام,0.0,Stable,
106022547,2023,أنشطة الإقامة وخدمات الطعام,55.0,Watchlist,Revenue YoY ≤ -10%; Employees YoY ≤ -10%
106022547,2024,أنشطة الإقامة وخدمات الطعام,0.0,Stable,
106022547,2025,أنشطة الإقامة وخدمات الطعام,0.0,Stable,
106043512,2021,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,0.0,Stable,
106043512,2022,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,0.0,Stable,
106043512,2023,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
106043512,2024,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,0.0,Stable,
106043512,2025,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,0.0,Stable,
106173979,2021,الصناعة التحويلية,0.0,Stable,
106173979,2022,الصناعة التحويلية,0.0,Stable,
106173979,2023,الصناعة التحويلية,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
106173979,2024,الصناعة التحويلية,35.0,Stable,3-year average ≤ -10%/yr
106173979,2025,الصناعة التحويلية,0.0,Stable,
106211590,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
106211590,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
106211590,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,40.0,Watchlist,Revenue YoY ≤ -10%
106211590,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,40.0,Watchlist,Revenue YoY ≤ -10%
106211590,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
106397016,2021,النقل والتخزين,0.0,Stable,
106397016,2022,النقل والتخزين,0.0,Stable,
106397016,2023,النقل والتخزين,75.0,High,Revenue YoY ≤ -10%; 3-year average ≤ -10%/yr
106397016,2024,النقل والتخزين,0.0,Stable,
106397016,2025,النقل والتخزين,0.0,Stable,
106433932,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
106433932,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
106433932,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,40.0,Watchlist,Revenue YoY ≤ -10%
106433932,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,0.0,Stable,
