الرقم_الضريبي,السنة,القطاع,القسم_كود,المجموع_كود,الفرع_كود,المبيعات_جنيه,المبيعات_بعد_التضخم,الإيرادات_جنيه,الموظفون,رأس_المال_المدفوع_جنيه,ضريبة_القيمة_المضافة_المتوقعة,ضريبة_القيمة_المضافة_المصرح_بها,عدد الفروع,فئة_SME,سنة_البداية,اسم_الشركة,عمر_المنشأة,نمو_المبيعات,النمو_الحقيقي_للمبيعات,نمو_الموظفين,العائد_على_رأس_المال,score,نسبة_التضخم
100479255,2022,الصناعة التحويلية,C3,C30,C3091,101116765.0,94273454.90821284,98611951.0,68,12634834.0,14156347.0,12726901.0,4,medium,2017,الأهرام كيماويات ش.م.م,6,0.0504445490167007,-0.02064670655450751,-0.0285714285714285,7.804768230433419,5.47,0.07259
100479255,2023,الصناعة التحويلية,C3,C30,C3091,78405038.0,59428370.675802685,102540349.0,66,12634834.0,13307054.0,10392101.0,4,medium,2017,الأهرام كيماويات ش.م.م,7,-0.2246089162365904,-0.36961713417988407,-0.0294117647058823,8.115686284441885,4.7,0.31932
100479255,2024,الصناعة التحويلية,C3,C30,C3091,92138091.0,67893368.94849311,88951983.0,64,12634834.0,13744666.0,12981169.0,4,medium,2017,الأهرام كيماويات ش.م.م,8,0.1751552368356737,0.1424403559516918,-0.0303030303030302,7.0402177820460485,5.57,0.3571
100479255,2025,الصناعة التحويلية,C3,C30,C3091,88580752.0,71464906.81726502,103325646.0,66,12634834.0,14457228.0,13355082.0,4,medium,2017,الأهرام كيماويات ش.م.م,9,-0.0386087769063936,0.05260510597848578,0.03125,8.177839613880167,5.12,0.2395
100520866,2024,النقل والتخزين,H4,H49,H4921,184822869.0,184822869.0,188564111.0,39,3217591.0,25875202.0,27912924.0,1,medium,2024,مصر كيماويات محدودة,1,,,,58.60412681412895,6.22,0.0
100520866,2025,النقل والتخزين,H4,H49,H4921,193645672.0,156228860.0242033,187543072.0,35,3217591.0,27110394.0,23618483.0,1,medium,2024,مصر كيماويات محدودة,2,0.0477365330802217,-0.15471034039514175,-0.1025641025641025,58.28679655058707,6.12,0.2395
100846774,2021,الصناعة التحويلية,C3,C30,C3040,204650383.0,204650383.0,211618991.0,35,6799286.0,28651054.0,28157114.0,1,medium,2008,النيل منسوجات ش.م.م,14,,,,31.12370784226461,7.41,0.0
100846774,2022,الصناعة التحويلية,C3,C30,C3040,213873762.0,199399362.29127628,210051691.0,34,6799286.0,29942327.0,27508850.0,1,medium,2008,النيل منسوجات ش.م.م,15,0.0450689554780847,-0.02565849441251089,-0.0285714285714285,30.89319834464972,7.34,0.07259
100846774,2023,الصناعة التحويلية,C3,C30,C3040,200189755.0,151737072.8860322,207653441.0,36,6799286.0,28026566.0,26755596.0,1,medium,2008,النيل منسوجات ش.م.م,16,-0.0639817005697033,-0.23902929707277865,0.0588235294117647,30.540477485430088,7.36,0.31932
100846774,2024,الصناعة التحويلية,C3,C30,C3040,214955849.0,158393522.21649104,201586425.0,34,6799286.0,30093819.0,31019308.0,1,medium,2008,النيل منسوجات ش.م.م,17,0.0737604878930993,0.043868312495117356,-0.0555555555555555,29.64817555843364,6.92,0.3571
100846774,2025,الصناعة التحويلية,C3,C30,C3040,223906603.0,180642680.9197257,210215550.0,36,6799286.0,31346924.0,32204149.0,1,medium,2008,النيل منسوجات ش.م.م,18,0.0416399648655292,0.14046760493667576,0.0588235294117647,30.91729778685585,7.78,0.2395
100859609,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4620,54194298.0,54194298.0,49710041.0,60,3778675.0,7587202.0,5355143.0,1,small,2023,اللوتس منسوجات محدودة,1,,,,13.15541585344069,4.5,0.0
100859609,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4620,53562393.0,39468272.787561715,54161243.0,55,3778675.0,8331928.0,7612374.0,1,medium,2023,اللوتس منسوجات محدودة,2,-0.0116599905030598,-0.27172646857494653,-0.0833333333333333,14.333395436230957,4.9,0.3571
100859609,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4620,57772653.0,46609643.40459862,52567756.0,56,3778675.0,8088171.0,6782276.0,1,medium,2023,اللوتس منسوجات محدودة,3,0.0786047777962422,0.180939527186188,0.018181818181818,13.911690208869512,4.07,0.2395
100872949,2021,الصناعة التحويلية,C3,C33,C3312,1456327.0,1456327.0,5237078.0,44,1515715.0,766979.0,713877.0,1,small,2016,النيل صلب ذ.م.م,6,,,,3.4551864961420846,2.96,0.0
100872949,2022,الصناعة التحويلية,C3,C33,C3312,5738246.0,5349896.978342144,5942258.0,10,1515715.0,803354.0,771281.0,1,small,2016,النيل صلب ذ.م.م,7,2.94021809662253,2.6735547568246307,-0.7727272727272727,3.9204322712383264,2.9,0.07259
100872949,2023,الصناعة التحويلية,C3,C33,C3312,5631941.0,4268821.059333596,6132252.0,10,1515715.0,788472.0,631407.0,1,small,2016,النيل صلب ذ.م.م,8,-0.0185256958310954,-0.20207415645292615,0.0,4.04578169378808,2.86,0.31932
100872949,2024,الصناعة التحويلية,C3,C33,C3312,5910643.0,4355348.168889544,6428387.0,10,1515715.0,827490.0,599123.0,1,small,2016,النيل صلب ذ.م.م,9,0.0494859587485025,0.020269556477838346,0.0,4.241158133290229,2.37,0.3571
100872949,2025,الصناعة التحويلية,C3,C33,C3312,5822162.0,4697185.9620814845,5786409.0,10,1515715.0,815103.0,682798.0,1,small,2016,النيل صلب ذ.م.م,10,-0.0149697757079898,0.07848690390212743,0.0,3.817610170777488,2.31,0.2395
100899048,2024,النقل والتخزين,H4,H49,H4923,39076985.0,39076985.0,39644684.0,5,796572.0,5470778.0,4244582.0,1,small,2024,الإسكندرية خدمات ذ.م.م,1,,,,49.76911566060569,4.19,0.0
100899048,2025,النقل والتخزين,H4,H49,H4923,41200440.0,33239564.34045986,40912795.0,5,796572.0,5768062.0,5200652.0,1,small,2024,الإسكندرية خدمات ذ.م.م,2,0.0543402977481501,-0.149382575435135,0.0,51.3610759604907,4.64,0.2395
101031226,2021,أنشطة الإقامة وخدمات الطعام,I5,I55,I5520,12537682.0,12537682.0,12282223.0,9,1128338.0,1755275.0,1255860.0,1,small,2006,اللوتس صلب ش.م.م,16,,,,10.885233857230723,4.18,0.0
101031226,2022,أنشطة الإقامة وخدمات الطعام,I5,I55,I5520,18890034.0,17611607.417559367,19941963.0,9,1128338.0,2644605.0,2661335.0,1,small,2006,اللوتس صلب ش.م.م,17,0.5066608006168924,0.40469405888260424,0.0,17.67374935524639,4.6,0.07259
101031226,2023,أنشطة الإقامة وخدمات الطعام,I5,I55,I5520,19675667.0,14913491.04083922,19116059.0,9,1128338.0,2754593.0,2326217.0,1,small,2006,اللوتس صلب ش.م.م,18,0.041589813972807,-0.15320102888678033,0.0,16.94178428804135,4.2,0.31932
101031226,2024,أنشطة الإقامة وخدمات الطعام,I5,I55,I5520,18644206.0,13738269.840100214,17717362.0,9,1128338.0,2610189.0,2195912.0,1,small,2006,اللوتس صلب ش.م.م,19,-0.0524231783349453,-0.07880255518448165,0.0,15.702176120985024,3.14,0.3571
101031226,2025,أنشطة الإقامة وخدمات الطعام,I5,I55,I5520,19350194.0,15611290.036304962,20760015.0,10,1128338.0,2709027.0,2637698.0,1,small,2006,اللوتس صلب ش.م.م,20,0.0378663483979955,0.13633595918589747,0.1111111111111111,18.39875551474824,4.77,0.2395
101042068,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4752,39690413.0,39690413.0,36206370.0,10,741067.0,5556658.0,4037483.0,1,small,2015,الجيزة لوجستيات محدودة,7,,,,48.85708039893829,4.97,0.0
101042068,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4752,39916066.0,37214654.24812836,39021258.0,10,741067.0,5588249.0,5488624.0,1,small,2015,الجيزة لوجستيات محدودة,8,0.0056853275877981,-0.062376744526987826,0.0,52.655506182302005,4.64,0.07259
101042068,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4752,39415797.0,29875842.85844223,42096172.0,10,741067.0,5518212.0,6027811.0,1,small,2015,الجيزة لوجستيات محدودة,9,-0.0125330236702183,-0.19720219193102473,0.0,56.80481252032542,4.44,0.31932
101042068,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4752,36104271.0,26603987.17854248,41034755.0,11,741067.0,5616220.0,5154729.0,1,small,2015,الجيزة لوجستيات محدودة,10,-0.0840151982719009,-0.10951509202275767,0.1,55.37253041897696,5.51,0.3571
101042068,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4752,41885613.0,33792346.10730133,44555855.0,12,741067.0,5863986.0,4842153.0,1,small,2015,الجيزة لوجستيات محدودة,11,0.1601290329335274,0.27019855634860046,0.0909090909090908,60.12392266826077,6.02,0.2395
101051460,2021,الأنشطة العقارية,L6,L68,L6820,30533415.0,30533415.0,31223474.0,12,843134.0,4274678.0,4297258.0,1,small,2016,مصر لوجستيات محدودة,6,,,,37.0326353818017,4.77,0.0
101051460,2022,الأنشطة العقارية,L6,L68,L6820,31466705.0,29337123.22509067,28641191.0,12,843134.0,4405339.0,3807040.0,1,small,2016,مصر لوجستيات محدودة,7,0.0305661846210127,-0.039179756830650225,0.0,33.96991581409361,4.8,0.07259
101051460,2023,الأنشطة العقارية,L6,L68,L6820,31878618.0,24162915.744474426,32623155.0,13,843134.0,4463007.0,3506357.0,1,small,2016,مصر لوجستيات محدودة,8,0.0130904395614348,-0.17637064960040072,0.0833333333333332,38.69272855797536,5.33,0.31932
101051460,2024,الأنشطة العقارية,L6,L68,L6820,31048007.0,22878201.311620366,28638253.0,14,843134.0,4346721.0,4450969.0,1,small,2016,مصر لوجستيات محدودة,9,-0.0260554268695085,-0.05316884958918289,0.0769230769230768,33.9664311959902,4.73,0.3571
101051460,2025,الأنشطة العقارية,L6,L68,L6820,31862082.0,25705592.57765228,29639202.0,14,843134.0,4460691.0,4150146.0,1,small,2016,مصر لوجستيات محدودة,10,0.0262198794273655,0.12358450856867909,0.0,35.153607848811696,5.05,0.2395
101078689,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4661,29272522.0,29272522.0,32133476.0,10,1376587.0,4098153.0,3451020.0,1,small,2021,الأهرام كيماويات ش.م.م,1,,,,23.34285882403364,4.01,0.0
101078689,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4661,28698962.0,26756693.61079257,31354357.0,11,1376587.0,4017855.0,3006337.0,1,small,2021,الأهرام كيماويات ش.م.م,2,-0.0195938019962885,-0.08594505076151038,0.1,22.77688006642515,3.92,0.07259
101078689,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4661,29106427.0,22061688.59715611,31968700.0,11,1376587.0,4074900.0,4134772.0,1,small,2021,الأهرام كيماويات ش.م.م,3,0.0141979002585528,-0.1754702984580533,0.0,23.2231598874608,3.92,0.31932
101078689,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4661,26950406.0,19858821.015400488,31818622.0,11,1376587.0,4192285.0,3157341.0,1,small,2021,الأهرام كيماويات ش.م.م,4,-0.0740737088753628,-0.09985036150132165,0.0,23.114138082082714,4.29,0.3571
101078689,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4661,31379473.0,25316234.772085518,32404065.0,10,1376587.0,4393126.0,3997250.0,1,small,2021,الأهرام كيماويات ش.م.م,5,0.1643413832058782,0.27481056163670603,-0.0909090909090909,23.539423952136698,4.01,0.2395
101475095,2021,المعلومات والاتصالات,J5,J58,J5811,153333187.0,153333187.0,157324365.0,67,3314881.0,21466646.0,15117576.0,1,medium,2013,النيل منسوجات ذ.م.م,9,,,,47.460034010270654,6.57,0.0
101475095,2022,المعلومات والاتصالات,J5,J58,J5811,164636289.0,153494148.74276286,180200539.0,71,3314881.0,23049080.0,20853951.0,1,medium,2013,النيل منسوجات ذ.م.م,10,0.0737159529593551,0.0010497514981075984,0.0597014925373133,54.36108837692816,6.64,0.07259
101475095,2023,المعلومات والاتصالات,J5,J58,J5811,183849498.0,139351709.97180367,187850742.0,74,3314881.0,25738930.0,20600045.0,1,medium,2013,النيل منسوجات ذ.م.م,11,0.1167009358428869,-0.09213666375426577,0.0422535211267605,56.66892476683175,6.25,0.31932
101475095,2024,المعلومات والاتصالات,J5,J58,J5811,188978577.0,139251769.95063,188648783.0,78,3314881.0,26457001.0,28243980.0,1,medium,2013,النيل منسوجات ذ.م.م,12,0.0278982485989709,-0.0007171782907714475,0.0540540540540539,56.909669758884256,5.61,0.3571
101475095,2025,المعلومات والاتصالات,J5,J58,J5811,197098087.0,159014188.78580073,213693212.0,86,3314881.0,27593732.0,24148545.0,1,medium,2013,النيل منسوجات ذ.م.م,13,0.0429652404462754,0.14191861864432487,0.1025641025641026,64.46482151244645,6.1,0.2395
101598975,2021,الزراعة والحراجة وصيد الأسماك,A0,A01,A0150,72484543.0,72484543.0,70722347.0,58,14130939.0,10147836.0,7283287.0,1,medium,2012,مصر أغذية ذ.م.م,10,,,,5.004787509166942,5.13,0.0
101598975,2022,الزراعة والحراجة وصيد الأسماك,A0,A01,A0150,71384750.0,66553622.53983349,73207156.0,57,14130939.0,9993865.0,9510053.0,1,medium,2012,مصر أغذية ذ.م.م,11,-0.0151727934602553,-0.08182324416622877,-0.0172413793103448,5.18062925613082,4.66,0.07259
101598975,2023,الزراعة والحراجة وصيد الأسماك,A0,A01,A0150,17326.0,13132.522814783373,19264.0,58,14130939.0,9638327.0,7254339.0,1,medium,2012,مصر أغذية ذ.م.م,12,-0.9997572870956332,-0.9998026775656438,0.0175438596491228,0.0013632498165903,3.83,0.31932
101598975,2024,الزراعة والحراجة وصيد الأسماك,A0,A01,A0150,21863536.0,16110482.646820426,74792458.0,215,14130939.0,9808738.0,9040414.0,1,medium,2012,مصر أغذية ذ.م.م,13,1260.8917234214475,1225.7622051023388,2.706896551724138,5.292815856044669,6.06,0.3571
101598975,2025,الزراعة والحراجة وصيد الأسماك,A0,A01,A0150,62098220.0,50099411.05284388,63792802.0,55,14130939.0,9919080.0,9190272.0,1,medium,2012,مصر أغذية ذ.م.م,14,1.840264264664233,2.1097399222072055,-0.7441860465116279,4.514406438241648,5.22,0.2395
101920457,2021,الصناعة التحويلية,C2,C24,C2431,16451919.0,16451919.0,17229571.0,7,313946.0,2303269.0,2468111.0,7,small,2006,القاهرة بلاستيك محدودة,16,,,,54.88068330222395,5.91,0.0
101920457,2022,الصناعة التحويلية,C2,C24,C2431,18202869.0,16970947.89248455,20017817.0,6,313946.0,2548402.0,1987552.0,7,small,2006,القاهرة بلاستيك محدودة,17,0.1064283139249591,0.03154822805075508,-0.1428571428571429,63.761974989329374,6.03,0.07259
101920457,2023,الصناعة التحويلية,C2,C24,C2431,16939069.0,12839242.18536822,16182508.0,6,313946.0,2371470.0,2301600.0,7,small,2006,القاهرة بلاستيك محدودة,18,-0.069428615895659,-0.24345756838638477,0.0,51.545514196708986,5.44,0.31932
101920457,2024,الصناعة التحويلية,C2,C24,C2431,18460355.0,13602796.404096972,18835047.0,6,313946.0,2584450.0,2080494.0,7,small,2006,القاهرة بلاستيك محدودة,19,0.0898093041595142,0.059470349394834976,0.0,59.99454364763367,5.86,0.3571
101920457,2025,الصناعة التحويلية,C2,C24,C2431,19141828.0,15443185.155304559,18636091.0,6,313946.0,2679856.0,2358503.0,7,small,2006,القاهرة بلاستيك محدودة,20,0.0369154872698818,0.13529488323836758,0.0,59.36081682837176,5.9,0.2395
101973190,2021,النقل والتخزين,H4,H49,H4930,42711418.0,42711418.0,44783911.0,10,780868.0,5979599.0,5031381.0,9,small,2021,النيل تجارة ذ.م.م,1,,,,57.35144864432913,5.66,0.0
101973190,2022,النقل والتخزين,H4,H49,H4930,43552359.0,40604852.739630245,44271174.0,9,780868.0,6097330.0,5584033.0,9,small,2021,النيل تجارة ذ.م.م,2,0.0196889037961698,-0.04932089260931949,-0.0999999999999999,56.69482422125122,5.19,0.07259
101973190,2023,النقل والتخزين,H4,H49,H4930,45023878.0,34126578.84364673,45983593.0,10,780868.0,6303343.0,5178450.0,9,small,2021,النيل تجارة ذ.م.م,3,0.0337873546643019,-0.15954432682034425,0.1111111111111111,58.887792815174905,6.36,0.31932
101973190,2024,النقل والتخزين,H4,H49,H4930,42941190.0,31641876.059243977,39858168.0,10,780868.0,6011767.0,4776894.0,9,small,2021,النيل تجارة ذ.م.م,4,-0.0462574103456836,-0.07280843461592168,0.0,51.043413227331634,4.92,0.3571
101973190,2025,النقل والتخزين,H4,H49,H4930,42092029.0,33958877.773295686,43646519.0,9,780868.0,5892884.0,6096483.0,9,small,2021,النيل تجارة ذ.م.م,5,-0.0197749759613089,0.0732258008252582,-0.0999999999999999,55.89487467792252,4.62,0.2395
102037501,2021,الأنشطة المهنية والعلمية والتقنية,M7,M71,M7120,49837412.0,49837412.0,46887148.0,6,1440063.0,6977238.0,5890581.0,1,small,2008,سيناء صلب ش.م.م,14,,,,32.55909498403889,5.15,0.0
102037501,2022,الأنشطة المهنية والعلمية والتقنية,M7,M71,M7120,52055082.0,48532134.36634688,48591132.0,6,1440063.0,7287711.0,5625543.0,1,small,2008,سيناء صلب ش.م.م,15,0.0444980971323309,-0.026190718604190755,0.0,33.742365438178744,5.55,0.07259
