الرقم_الضريبي,السنة,CPI_index,نسبة_التضخم,القطاع,القسم_كود,القسم,المجموع_كود,المجموع,الفرع_كود,الفرع,المبيعات_جنيه,المبيعات_حقيقي,الإيرادات_جنيه,الموظفون,رأس_المال_المدفوع_جنيه,ضريبة_القيمة_المضافة_المتوقعة,ضريبة_القيمة_المضافة_المصرح_بها,branches,فئة_SME,start_year,اسم_الشركة,عمر_المنشأة,نمو_المبيعات,النمو_الحقيقي_للمبيعات,نمو_الموظفين,العائد_على_رأس_المال,المبيعات_جنيه_p,نمو_المبيعات_p,الموظفون_p,نمو_الموظفين_p,عمر_المنشأة_p,العائد_على_رأس_المال_p,branches_p,group_used,group_size_used,score
100233326,2021,0.420105,0.04285,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,49913053.0,118810932.968121,49111628.0,81,4338080.0,6987827.0,6852005.0,1,small,2011,اللوتس لوجستيات ش.ذ.م.م,11,,,,11.321051709512044,0.625,0.5,1.0,0.5,0.65625,0.3333333333333333,0.3854166666666667,class,48,5.44
100233326,2022,0.4506,0.07259,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,74956690.0,166348514.925714,67744029.0,83,4338080.0,10493937.0,11324668.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,12,0.5017452448761248,0.400111,0.0246913580246914,15.616131791022756,0.62,0.68,0.96,0.68,0.67,0.32,0.38,class,50,5.94
100233326,2023,0.594486,0.31932,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,79023170.0,132926885.396676,84809623.0,81,4338080.0,11063244.0,10809493.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,13,0.0542510615129883,-0.200913,-0.0240963855421686,19.55003665215948,0.6470588235294118,0.7058823529411765,0.9705882352941176,0.1372549019607843,0.6764705882352942,0.3725490196078431,0.3823529411764705,class,51,5.47
100233326,2024,0.806777,0.3571,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,88106543.0,109208060.0485,82480016.0,86,4338080.0,12334916.0,11517936.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,14,0.1149456925101839,-0.178435,0.0617283950617284,19.013023272968688,0.6274509803921569,0.8823529411764706,1.0,0.7843137254901961,0.6764705882352942,0.392156862745098,0.3823529411764705,class,51,6.64
100233326,2025,1.0,0.2395,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,88742875.0,88742875.0,89009101.0,84,4338080.0,12424003.0,11259039.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,15,0.0072223012994618,-0.187396,-0.0232558139534884,20.518086572861726,0.6470588235294118,0.2941176470588235,0.9803921568627452,0.2352941176470588,0.6764705882352942,0.392156862745098,0.3823529411764705,class,51,4.81
100271416,2021,0.420105,0.04285,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,51470230.0,122517571.633692,46623959.0,11,2335102.0,7205832.0,6543917.0,1,small,2011,النيل أغذية ذ.م.م,11,,,,19.966562060244048,0.6071428571428571,0.5,0.5714285714285714,0.5,0.5892857142857143,0.4285714285714285,0.4107142857142857,class,28,5.03
100271416,2022,0.4506,0.07259,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,52322573.0,116117484.852149,49736330.0,10,2335102.0,7325160.0,7950001.0,1,small,2011,النيل أغذية ذ.م.م,12,0.0165599221142007,-0.052238,-0.0909090909090909,21.299425035822846,0.59375,0.4375,0.453125,0.0625,0.640625,0.34375,0.421875,class,32,4.1
100271416,2023,0.594486,0.31932,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,49786658.0,83747404.492246,48493745.0,10,2335102.0,6970132.0,7612941.0,1,small,2011,النيل أغذية ذ.م.م,13,-0.0484669398808044,-0.27877,0.0,20.767291964119767,0.5454545454545454,0.0909090909090909,0.4545454545454545,0.4545454545454545,0.6515151515151515,0.3636363636363636,0.4242424242424242,class,33,3.79
100271416,2024,0.806777,0.3571,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,52841787.0,65497394.9865,56908547.0,11,2335102.0,7397850.0,5966407.0,1,medium,2011,النيل أغذية ذ.م.م,14,0.0613644121282452,-0.217917,0.1,24.37090414037588,0.6176470588235294,0.7647058823529411,0.5735294117647058,0.8529411764705882,0.6617647058823529,0.4117647058823529,0.4264705882352941,class,34,6.09
100271416,2025,1.0,0.2395,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,53986770.0,53986770.0,49340857.0,11,2335102.0,7558148.0,8225633.0,1,small,2011,النيل أغذية ذ.م.م,15,0.0216681354852741,-0.175742,0.0,21.130064982172087,0.6176470588235294,0.5294117647058824,0.5588235294117647,0.4411764705882353,0.6617647058823529,0.3235294117647059,0.4264705882352941,class,34,4.87
100400180,2022,0.4506,0.07259,الصناعة التحويلية,C1,,C15,,C1512,,27303159.0,60592856.38721,25202074.0,10,1403794.0,3822442.0,3081348.0,8,small,2022,النيل لوجستيات ش.م.م,1,,,,17.95282926127338,0.2966386554621849,0.5004201680672269,0.3932773109243697,0.453781512605042,0.0302521008403361,0.7168067226890756,0.954201680672269,sector,1190,4.77
100400180,2023,0.594486,0.31932,الصناعة التحويلية,C1,,C15,,C1512,,25748073.0,43311488.881758,26057151.0,10,1403794.0,3604730.0,3172347.0,8,small,2022,النيل لوجستيات ش.م.م,2,-0.0569562664891634,-0.285205,0.0,18.5619478356511,0.2855987055016181,0.2766990291262136,0.3859223300970874,0.4393203883495146,0.0728155339805825,0.7378640776699029,0.9538834951456312,sector,1236,4.56
100400180,2024,0.806777,0.3571,الصناعة التحويلية,C1,,C15,,C1512,,28161226.0,34905839.627,26473172.0,10,1403794.0,3942572.0,3547271.0,8,small,2022,النيل لوجستيات ش.م.م,3,0.0937216932700166,-0.194074,0.0,18.85830257145992,0.2981510015408321,0.6070878274268104,0.3759630200308166,0.4318181818181818,0.1217257318952234,0.7149460708782742,0.9549306625577813,sector,1298,4.97
100400180,2025,1.0,0.2395,الصناعة التحويلية,C1,,C15,,C1512,,29797000.0,29797000.0,29812650.0,10,1403794.0,4171580.0,2935388.0,8,small,2022,النيل لوجستيات ش.م.م,4,0.0580860364531004,-0.146361,0.0,21.23719719559993,0.2983682983682983,0.7482517482517482,0.3702408702408702,0.4514374514374514,0.1227661227661227,0.7521367521367521,0.9545454545454546,sector,1287,5.24
100414406,2022,0.4506,0.07259,المعلومات والاتصالات,J5,,J58,,J5819,,191584226.0,425175544.414946,195968521.0,40,4555687.0,26821792.0,20443513.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,1,,,,43.0162390436393,0.8518518518518519,0.5185185185185185,0.6666666666666666,0.5185185185185185,0.0925925925925925,0.7407407407407407,0.8703703703703703,class,27,6.29
100414406,2023,0.594486,0.31932,المعلومات والاتصالات,J5,,J58,,J5819,,205708850.0,346028091.875232,224614606.0,43,4555687.0,28799239.0,21837960.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,2,0.0737254015891684,-0.186152,0.0749999999999999,49.30422261230853,0.8214285714285714,0.0357142857142857,0.6785714285714286,0.8928571428571429,0.125,0.7857142857142857,0.875,class,28,5.5
100414406,2024,0.806777,0.3571,المعلومات والاتصالات,J5,,J58,,J5819,,222714231.0,276054289.3245,244008289.0,44,4555687.0,31179992.0,32739264.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,3,0.0826672308945386,-0.20222,0.0232558139534884,53.56124970833159,0.8333333333333334,0.4333333333333333,0.7166666666666667,0.4333333333333333,0.1833333333333333,0.8,0.8833333333333333,class,30,6.19
100414406,2025,1.0,0.2395,المعلومات والاتصالات,J5,,J58,,J5819,,239808358.0,239808358.0,228612256.0,43,4555687.0,33573170.0,33383115.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,4,0.0767536359183083,-0.1313,-0.0227272727272727,50.18173021983293,0.8666666666666667,0.5,0.6333333333333333,0.1666666666666666,0.1833333333333333,0.7,0.8833333333333333,class,30,5.77
100479255,2021,0.420105,0.04285,الصناعة التحويلية,C3,,C30,,C3091,,96260926.0,229135461.347861,93757428.0,70,12634834.0,13476530.0,14705090.0,4,medium,2017,الأهرام كيماويات ش.م.م,5,,,,7.420550835887515,0.6980461811722913,0.5,0.9258436944937832,0.5,0.2868561278863232,0.2708703374777975,0.8250444049733571,sector,1126,5.4
100479255,2022,0.4506,0.07259,الصناعة التحويلية,C3,,C30,,C3091,,101116765.0,224404568.71618,98611951.0,68,12634834.0,14156347.0,12726901.0,4,medium,2017,الأهرام كيماويات ش.م.م,6,0.0504445490167007,-0.020647,-0.0285714285714285,7.804768230433419,0.7075630252100841,0.7142857142857143,0.9063025210084034,0.1592436974789915,0.330672268907563,0.2848739495798319,0.8252100840336134,sector,1190,5.47
100479255,2023,0.594486,0.31932,الصناعة التحويلية,C3,,C30,,C3091,,78405038.0,131887109.828017,102540349.0,66,12634834.0,13307054.0,10392101.0,4,medium,2017,الأهرام كيماويات ش.م.م,7,-0.2246089162365904,-0.41228,-0.0294117647058823,8.115686284441885,0.6715210355987055,0.0542071197411003,0.8907766990291263,0.1678802588996763,0.3596278317152103,0.313915857605178,0.8248381877022654,sector,1236,4.7
100479255,2024,0.806777,0.3571,الصناعة التحويلية,C3,,C30,,C3091,,92138091.0,114205163.7945,88951983.0,64,12634834.0,13744666.0,12981169.0,4,medium,2017,الأهرام كيماويات ش.م.م,8,0.1751552368356737,-0.134069,-0.0303030303030302,7.0402177820460485,0.7018489984591679,0.9329738058551618,0.863251155624037,0.1486902927580893,0.3940677966101695,0.224191063174114,0.8278120184899846,sector,1298,5.57
100479255,2025,1.0,0.2395,الصناعة التحويلية,C3,,C30,,C3091,,88580752.0,88580752.0,103325646.0,66,12634834.0,14457228.0,13355082.0,4,medium,2017,الأهرام كيماويات ش.م.م,9,-0.0386087769063936,-0.224372,0.03125,8.177839613880167,0.6783216783216783,0.0994560994560994,0.8694638694638694,0.7253302253302253,0.3939393939393939,0.275058275058275,0.8271173271173271,sector,1287,5.12
100520866,2024,0.806777,0.3571,النقل والتخزين,H4,,H49,,H4921,,184822869.0,229087946.1255,188564111.0,39,3217591.0,25875202.0,27912924.0,1,medium,2024,مصر كيماويات محدودة,1,,,,58.60412681412895,1.0,0.5294117647058824,0.7058823529411765,0.5294117647058824,0.0588235294117647,0.8823529411764706,0.4411764705882353,class,17,6.64
100520866,2025,1.0,0.2395,النقل والتخزين,H4,,H49,,H4921,,193645672.0,193645672.0,187543072.0,35,3217591.0,27110394.0,23618483.0,1,medium,2024,مصر كيماويات محدودة,2,0.0477365330802217,-0.15471,-0.1025641025641025,58.28679655058707,1.0,0.8823529411764706,0.7058823529411765,0.1176470588235294,0.0588235294117647,0.9411764705882352,0.4411764705882353,class,17,6.85
100846774,2021,0.420105,0.04285,الصناعة التحويلية,C3,,C30,,C3040,,204650383.0,487141167.992935,211618991.0,35,6799286.0,28651054.0,28157114.0,1,medium,2008,النيل منسوجات ش.م.م,14,,,,31.12370784226461,0.9600355239786856,0.5,0.6358792184724689,0.5,0.8183836589698046,0.8934280639431617,0.3663410301953819,sector,1126,7.41
100846774,2022,0.4506,0.07259,الصناعة التحويلية,C3,,C30,,C3040,,213873762.0,474641859.055884,210051691.0,34,6799286.0,29942327.0,27508850.0,1,medium,2008,النيل منسوجات ش.م.م,15,0.0450689554780847,-0.025658,-0.0285714285714285,30.89319834464972,0.965546218487395,0.6722689075630253,0.6319327731092437,0.1592436974789915,0.8298319327731093,0.8831932773109243,0.3668067226890756,sector,1190,7.34
100846774,2023,0.594486,0.31932,الصناعة التحويلية,C3,,C30,,C3040,,200189755.0,336744281.714765,207653441.0,36,6799286.0,28026566.0,26755596.0,1,medium,2008,النيل منسوجات ش.م.م,16,-0.0639817005697033,-0.29053,0.0588235294117647,30.540477485430088,0.9627831715210357,0.244336569579288,0.6415857605177994,0.7997572815533981,0.8361650485436893,0.8875404530744336,0.366504854368932,sector,1236,7.36
100846774,2024,0.806777,0.3571,الصناعة التحويلية,C3,,C30,,C3040,,214955849.0,266437774.8355,201586425.0,34,6799286.0,30093819.0,31019308.0,1,medium,2008,النيل منسوجات ش.م.م,17,0.0737604878930993,-0.208783,-0.0555555555555555,29.64817555843364,0.9668721109399075,0.3844375963020031,0.6194144838212635,0.1093990755007704,0.8439907550077042,0.8705701078582434,0.3678736517719568,sector,1298,6.92
100846774,2025,1.0,0.2395,الصناعة التحويلية,C3,,C30,,C3040,,223906603.0,223906603.0,210215550.0,36,6799286.0,31346924.0,32204149.0,1,medium,2008,النيل منسوجات ش.م.م,18,0.0416399648655292,-0.159629,0.0588235294117647,30.91729778685585,0.9673659673659674,0.6433566433566433,0.6367521367521367,0.7913752913752914,0.8426573426573427,0.8624708624708625,0.3686868686868687,sector,1287,7.78
100859609,2023,0.594486,0.31932,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,54194298.0,91161607.910684,49710041.0,60,3778675.0,7587202.0,5355143.0,1,small,2023,اللوتس منسوجات محدودة,1,,,,13.15541585344069,0.5263157894736842,0.5087719298245614,0.8421052631578947,0.4385964912280701,0.0526315789473684,0.2105263157894736,0.4035087719298245,class,57,4.44
100859609,2024,0.806777,0.3571,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,53562393.0,66390586.1235,54161243.0,55,3778675.0,8331928.0,7612374.0,1,medium,2023,اللوتس منسوجات محدودة,2,-0.0116599905030598,-0.271726,-0.0833333333333333,14.333395436230957,0.5737704918032787,0.9672131147540984,0.7459016393442623,0.1147540983606557,0.1147540983606557,0.2622950819672131,0.4016393442622951,class,61,4.95
100859609,2025,1.0,0.2395,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,57772653.0,57772653.0,52567756.0,56,3778675.0,8088171.0,6782276.0,1,medium,2023,اللوتس منسوجات محدودة,3,0.0786047777962422,-0.129807,0.018181818181818,13.911690208869512,0.5081967213114754,0.081967213114754,0.7459016393442623,0.6721311475409836,0.1147540983606557,0.2295081967213114,0.4016393442622951,class,61,3.88
100872949,2021,0.420105,0.04285,الصناعة التحويلية,C3,,C33,,C3312,,1456327.0,3466579.565403,5237078.0,44,1515715.0,766979.0,713877.0,1,small,2016,النيل صلب ذ.م.م,6,,,,3.4551864961420846,0.0088809946714031,0.5,0.7109236234458259,0.5,0.3428063943161634,0.0932504440497335,0.3663410301953819,sector,1126,2.96
100872949,2022,0.4506,0.07259,الصناعة التحويلية,C3,,C33,,C3312,,5738246.0,12734669.852396,5942258.0,10,1515715.0,803354.0,771281.0,1,small,2016,النيل صلب ذ.م.م,7,2.94021809662253,2.673555,-0.7727272727272727,3.9204322712383264,0.0663865546218487,0.9705882352941176,0.3932773109243697,0.0142857142857142,0.3827731092436974,0.1117647058823529,0.3668067226890756,sector,1190,2.9
100872949,2023,0.594486,0.31932,الصناعة التحويلية,C3,,C33,,C3312,,5631941.0,9473631.288998,6132252.0,10,1515715.0,788472.0,631407.0,1,small,2016,النيل صلب ذ.م.م,8,-0.0185256958310954,-0.256076,0.0,4.04578169378808,0.063915857605178,0.6286407766990292,0.3859223300970874,0.4393203883495146,0.409789644012945,0.1173139158576051,0.366504854368932,sector,1236,2.86
100872949,2024,0.806777,0.3571,الصناعة التحويلية,C3,,C33,,C3312,,5910643.0,7326241.9985,6428387.0,10,1515715.0,827490.0,599123.0,1,small,2016,النيل صلب ذ.م.م,9,0.0494859587485025,-0.22667,0.0,4.241158133290229,0.0608628659476117,0.2164869029275808,0.3759630200308166,0.4318181818181818,0.4410631741140216,0.110939907550077,0.3678736517719568,sector,1298,2.37
100872949,2025,1.0,0.2395,الصناعة التحويلية,C3,,C33,,C3312,,5822162.0,5822162.0,5786409.0,10,1515715.0,815103.0,682798.0,1,small,2016,النيل صلب ذ.م.م,10,-0.0149697757079898,-0.2053,0.0,3.817610170777488,0.0606060606060606,0.1926961926961927,0.3702408702408702,0.4514374514374514,0.4409479409479409,0.0971250971250971,0.3686868686868687,sector,1287,2.31
100899048,2024,0.806777,0.3571,النقل والتخزين,H4,,H49,,H4923,,39076985.0,48435922.9075,39644684.0,5,796572.0,5470778.0,4244582.0,1,small,2024,الإسكندرية خدمات ذ.م.م,1,,,,49.76911566060569,0.3,0.525,0.075,0.55,0.05,0.8,0.4,class,20,4.16
100899048,2025,1.0,0.2395,النقل والتخزين,H4,,H49,,H4923,,41200440.0,41200440.0,40912795.0,5,796572.0,5768062.0,5200652.0,1,small,2024,الإسكندرية خدمات ذ.م.م,2,0.0543402977481501,-0.149383,0.0,51.3610759604907,0.35,0.85,0.05,0.375,0.05,0.85,0.4,class,20,4.6
101031226,2021,0.420105,0.04285,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,12537682.0,29844171.136508,12282223.0,9,1128338.0,1755275.0,1255860.0,1,small,2006,اللوتس صلب ش.م.م,16,,,,10.885233857230723,0.2608695652173913,0.5,0.391304347826087,0.5,0.8586956521739131,0.2826086956521739,0.3804347826086957,class,46,4.28
101031226,2022,0.4506,0.07259,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,18890034.0,41921929.887729,19941963.0,9,1128338.0,2644605.0,2661335.0,1,small,2006,اللوتس صلب ش.م.م,17,0.5066608006168924,0.404694,0.0,17.67374935524639,0.25,0.7307692307692307,0.3461538461538461,0.375,0.875,0.2884615384615384,0.375,class,52,4.53
101031226,2023,0.594486,0.31932,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,19675667.0,33096940.206425,19116059.0,9,1128338.0,2754593.0,2326217.0,1,small,2006,اللوتس صلب ش.م.م,18,0.041589813972807,-0.21051,0.0,16.94178428804135,0.1851851851851851,0.4444444444444444,0.3796296296296296,0.4907407407407407,0.8796296296296297,0.2037037037037037,0.3796296296296296,class,54,3.94
101031226,2024,0.806777,0.3571,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,18644206.0,23109493.337,17717362.0,9,1128338.0,2610189.0,2195912.0,1,small,2006,اللوتس صلب ش.م.م,19,-0.0524231783349453,-0.301763,0.0,15.702176120985024,0.2666666666666666,0.1,0.3416666666666667,0.45,0.8916666666666667,0.2166666666666666,0.3916666666666666,class,60,3.32
101031226,2025,1.0,0.2395,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,19350194.0,19350194.0,20760015.0,10,1128338.0,2709027.0,2637698.0,1,small,2006,اللوتس صلب ش.م.م,20,0.0378663483979955,-0.162673,0.1111111111111111,18.39875551474824,0.2333333333333333,0.4833333333333333,0.4416666666666666,0.875,0.8916666666666667,0.25,0.3916666666666666,class,60,4.72
101042068,2021,0.420105,0.04285,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39690413.0,94477390.481805,36206370.0,10,741067.0,5556658.0,4037483.0,1,small,2015,الجيزة لوجستيات محدودة,7,,,,48.85708039893829,0.4074074074074074,0.5,0.4537037037037037,0.5,0.3518518518518518,0.8888888888888888,0.3981481481481481,class,54,5.02
101042068,2022,0.4506,0.07259,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39916066.0,88584198.432145,39021258.0,10,741067.0,5588249.0,5488624.0,1,small,2015,الجيزة لوجستيات محدودة,8,0.0056853275877981,-0.062377,0.0,52.655506182302005,0.4137931034482758,0.293103448275862,0.4310344827586206,0.396551724137931,0.396551724137931,0.896551724137931,0.4051724137931034,class,58,4.57
101042068,2023,0.594486,0.31932,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39415797.0,66302315.265734,42096172.0,10,741067.0,5518212.0,6027811.0,1,small,2015,الجيزة لوجستيات محدودة,9,-0.0125330236702183,-0.251533,0.0,56.80481252032542,0.3968253968253968,0.1746031746031746,0.4126984126984127,0.5396825396825397,0.4603174603174603,0.9206349206349206,0.4126984126984127,class,63,4.57
101042068,2024,0.806777,0.3571,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,36104271.0,44751243.9045,41034755.0,11,741067.0,5616220.0,5154729.0,1,small,2015,الجيزة لوجستيات محدودة,10,-0.0840151982719009,-0.325043,0.1,55.37253041897696,0.3972602739726027,0.6027397260273972,0.4726027397260274,0.8972602739726028,0.5342465753424658,0.9041095890410958,0.4041095890410959,class,73,5.87
101042068,2025,1.0,0.2395,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,41885613.0,41885613.0,44555855.0,12,741067.0,5863986.0,4842153.0,1,small,2015,الجيزة لوجستيات محدودة,11,0.1601290329335274,-0.064035,0.0909090909090908,60.12392266826077,0.3972602739726027,0.726027397260274,0.5068493150684932,0.8767123287671232,0.5342465753424658,0.9041095890410958,0.4041095890410959,class,73,6.1
