الرقم_الضريبي,اسم_الشركة,السنة,القطاع,فئة_SME,المبيعات_جنيه,الإيرادات_جنيه,الموظفون,رأس_المال_المدفوع_جنيه,sales_yoy,rc,group_n,anomaly_count,flag_sales_spike_yoy,flag_high_sales_low_emp,flag_high_emp_low_sales,flag_high_cap_stagnant,flag_low_rc
110687295,الدلتا لوجستيات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,68930751.0,64643527.0,42,4883628.0,,13.236783596129763,122.0,2,False,False,False,True,True
124344671,القاهرة تجارة محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,46909290.0,51484089.0,59,4254178.0,,12.102006310032161,122.0,2,False,False,False,True,True
147010726,سيناء أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3497176.0,3546459.0,10,1420580.0,,2.496486646299399,192.0,2,False,False,False,True,True
183149988,الأهرام تجارة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4022859.86684048,643941.0,11,1344363.0,,0.47899339687271963,192.0,2,False,False,False,True,True
198889175,القاهرة منسوجات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,46388908.0,50661926.0,65,3442989.0,,14.71451869291479,122.0,2,False,False,False,True,True
208740615,الجيزة كيماويات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,1115783.0,1170258.0,11,787962.0,,1.4851706046738296,192.0,2,False,False,False,True,True
213113706,النيل لوجستيات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,5303801.0,5464596.0,9,2665924.0,,2.049794367731413,192.0,2,False,False,False,True,True
247364081,مصر زراعة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,6503016.0,6633293.0,6,2916168.0,,2.2746607877186773,192.0,2,False,False,False,True,True
253547784,الأهرام زراعة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,58054606.0,53368499.0,65,4165737.0,,12.811298216858145,122.0,2,False,False,False,True,True
300592436,الإسكندرية أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,57260622.0,54427413.0,48,3993710.0,,13.628283726159385,122.0,2,False,False,False,True,True
320966703,الأهرام تقنية محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,74608370.0,70278613.0,75,4899713.0,,14.343414195892699,122.0,2,False,False,False,True,True
365423374,اللوتس كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,54160678.0,51857422.0,32,3807373.0,,13.620263105295962,122.0,2,False,False,False,True,True
384176724,مصر تجارة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,1226160.0,1273968.0,10,2244324.0,,0.5676399664219605,192.0,2,False,False,False,True,True
463359106,حورس كيماويات محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,34936.0,34936.0,35,4637209.0,,0.007533842015746972,122.0,2,False,False,False,True,True
485186478,حورس كيماويات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3303764.0,3600641.0,13,1352226.0,,2.662750901106768,192.0,2,False,False,False,True,True
515710159,اللوتس خدمات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,8371115.0,7913629.0,8,2795470.0,,2.8308760244252307,192.0,2,False,False,False,True,True
534835550,مصر كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,2584542.0,2662628.0,10,953994.0,,2.7910322287142266,192.0,2,False,False,False,True,True
630535095,النيل صلب ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4758579.0,4430224.0,7,1973033.0,,2.245387684848657,192.0,2,False,False,False,True,True
659752750,مصر كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,5071409.0,5574931.0,5,2765881.0,,2.0156076852185616,192.0,2,False,False,False,True,True
727130802,الأهرام زراعة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3608167.0,3266888.0,6,2286732.0,,1.4286274036485256,192.0,2,False,False,False,True,True
732899118,النيل خدمات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,69269428.0,66732256.0,49,4843278.0,,13.778324514925636,122.0,2,False,False,False,True,True
736024526,حورس زراعة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,73344553.0,67230842.0,62,4530724.0,,14.838873875345309,122.0,2,False,False,False,True,True
808705584,الإسكندرية كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,5399847.0,5938344.0,11,2803767.0,,2.117987692985901,192.0,2,False,False,False,True,True
814605392,سيناء منسوجات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,10702385.99607109,2934000.0,1,1309218.0,,2.2410324331012865,192.0,2,False,False,False,True,True
851013161,الأهرام منسوجات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4251653.0,4222794.0,9,2687917.0,,1.5710284208924605,192.0,2,False,False,False,True,True
856520300,الجيزة أغذية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,867072.0,865159.0,7,674499.0,,1.2826690625189956,192.0,2,False,False,False,True,True
886862680,سيناء تقنية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3311201.0,3552866.0,9,1660050.0,,2.1402162585464293,192.0,2,False,False,False,True,True
890457667,الجيزة زراعة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3786493.0,3814049.0,11,2046673.0,,1.8635360900349005,192.0,2,False,False,False,True,True
895420615,اللوتس تجارة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,54910223.0,57201374.0,36,3962403.0,,14.436031367834115,122.0,2,False,False,False,True,True
928711947,النيل تقنية ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,54180847.0,53453667.0,40,3606505.0,,14.821459279829087,122.0,2,False,False,False,True,True
932820642,سيناء تجارة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4411773.0,4196015.0,10,2136252.0,,1.9641947672840097,192.0,2,False,False,False,True,True
168708028,الدلتا كيماويات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,155942231.0,144387601.0,31,4320042.0,,33.4227308438205,122.0,1,False,True,False,False,False
176368252,سيناء بلاستيك ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,147504407.0,161048604.0,30,3628939.0,,44.378977987781,122.0,1,False,True,False,False,False
182879165,الجيزة صلب ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,107523817.5674823,21845323.0,1,1210539.0,,18.045947301160886,192.0,1,False,True,False,False,False
485136606,الجيزة منسوجات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,2558534.0,11308640.0,27,1032445.0,,10.953261432812402,192.0,1,False,False,True,False,False
498589130,الجيزة بلاستيك ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,61025376.83155847,17879120.0,1,2416579.0,,7.398524939594361,192.0,1,False,True,False,False,False
501635642,الجيزة لوجستيات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,47568027.0,51671453.0,78,3093998.0,,16.700545055297386,122.0,1,False,False,True,False,False
792290818,الدلتا منسوجات محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,52620556.0,54608802.0,80,3676763.0,,14.852412842492159,122.0,1,False,False,True,False,False
100149975,اللوتس كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3907612.0,3648896.0,10,564733.0,,6.461276390789984,192.0,0,False,False,False,False,False
100233326,اللوتس لوجستيات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,49913053.0,49111628.0,81,4338080.0,,11.321051709512043,192.0,0,False,False,False,False,False
101031226,اللوتس صلب ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,12537682.0,12282223.0,9,1128338.0,,10.885233857230723,192.0,0,False,False,False,False,False
106022547,النيل منسوجات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,22904306.0,22596076.0,8,1711539.0,,13.202197554364814,192.0,0,False,False,False,False,False
107047193,سيناء بلاستيك ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,13445830.0,13063388.0,8,2317245.0,,5.637465179555895,192.0,0,False,False,False,False,False
107174190,الجيزة منسوجات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,71624414.0,74524623.0,37,4042800.0,,18.43391288216088,122.0,0,False,False,False,False,False
108339702,سيناء لوجستيات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,1509554.7138904752,11141223.0,6,1780720.0,,6.25658329215149,192.0,0,False,False,False,False,False
109089380,الجيزة كيماويات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,12491962.0,11710281.0,5,2427267.0,,4.8244717206636105,192.0,0,False,False,False,False,False
110615049,الدلتا تقنية ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,72597648.0,71423472.0,31,3464063.0,,20.618410230991756,122.0,0,False,False,False,False,False
113304493,الأهرام زراعة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,526866068.9536827,76299382.0,59,4481514.0,,17.025358394506856,122.0,0,False,False,False,False,False
118379015,الدلتا لوجستيات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,12458181.0,11844215.0,11,2680726.0,,4.418286314975869,192.0,0,False,False,False,False,False
118436662,اللوتس صلب محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,98391420.0,95986132.0,49,4885932.0,,19.64540890049227,122.0,0,False,False,False,False,False
123733022,القاهرة لوجستيات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,24527573.0,26619905.0,10,2265782.0,,11.748661168638465,192.0,0,False,False,False,False,False
127134569,حورس بلاستيك ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,31479266.0,34066939.0,13,819424.0,,41.574250937243725,192.0,0,False,False,False,False,False
128922220,النيل خدمات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,80854077.0,73928880.0,75,4428255.0,,16.694810935684597,122.0,0,False,False,False,False,False
133449311,سيناء خدمات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,112148813.0,112303214.0,40,3529777.0,,31.81595154594752,122.0,0,False,False,False,False,False
134403732,الإسكندرية أغذية محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,25467307.0,22934135.0,5,2467288.0,,9.295280891407893,192.0,0,False,False,False,False,False
135545079,اللوتس كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,10873801.0,10227475.0,12,1150649.0,,8.888440349750445,192.0,0,False,False,False,False,False
137342022,القاهرة صلب ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,6448606.0,7025479.0,10,1321691.0,,5.315523068553845,192.0,0,False,False,False,False,False
138696991,الدلتا خدمات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,21544762.0,19847040.0,12,1435437.0,,13.826479323021491,192.0,0,False,False,False,False,False
142032827,الجيزة منسوجات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,76552630.0,76557798.0,48,3819493.0,,20.043968662856564,122.0,0,False,False,False,False,False
142674266,الأهرام تقنية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,45424060.0,48191396.0,39,3964985.0,,12.154244215299679,192.0,0,False,False,False,False,False
143310971,القاهرة زراعة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,123984571.0,131404048.0,74,4227229.0,,31.08515010660648,122.0,0,False,False,False,False,False
144829755,الدلتا زراعة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,38427074.0,35144612.0,55,4378912.0,,8.025877660934954,192.0,0,False,False,False,False,False
145104461,حورس خدمات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,51866139.0,50997741.0,34,3379359.0,,15.090950976205843,122.0,0,False,False,False,False,False
155280745,حورس خدمات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,31298762.0,31594384.0,8,334274.0,,94.51642664401061,192.0,0,False,False,False,False,False
157015141,الجيزة منسوجات محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,147247889.0,156563465.0,71,3222568.0,,48.5834480451615,122.0,0,False,False,False,False,False
163136218,القاهرة خدمات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,26709145.0,28995307.0,9,863991.0,,33.55973268240063,192.0,0,False,False,False,False,False
169419710,الجيزة زراعة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,38610292.0,41779757.0,6,669145.0,,62.43752400451322,192.0,0,False,False,False,False,False
174683567,الدلتا خدمات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,11616697.0,10724353.0,6,109067.0,,98.32811941283798,192.0,0,False,False,False,False,False
183952605,الأهرام تجارة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,37267857.0,34118647.0,80,4513716.0,,7.558882082966673,192.0,0,False,False,False,False,False
189725496,حورس منسوجات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,16098990.0,16359386.0,8,2534860.0,,6.453763126957702,192.0,0,False,False,False,False,False
191778745,الأهرام خدمات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,12882121.0,13241478.0,13,1511353.0,,8.761340335447775,192.0,0,False,False,False,False,False
194228364,النيل زراعة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,30750169.0,33465050.0,9,2853828.0,,11.726372437301757,192.0,0,False,False,False,False,False
194584704,القاهرة تجارة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,116323283.0,116706483.0,60,3852957.0,,30.290107831465548,122.0,0,False,False,False,False,False
195357872,سيناء بلاستيك محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,37789876.0,34748979.0,12,1169058.0,,29.72391361249827,192.0,0,False,False,False,False,False
196979707,حورس تجارة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,110330182.0,107580913.0,38,3138282.0,,34.28019311202753,122.0,0,False,False,False,False,False
207423135,القاهرة تجارة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,95957308.0,92670461.0,31,3184865.0,,29.0971394391913,122.0,0,False,False,False,False,False
208886255,مصر تقنية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,13985053.0,13623932.0,10,1101314.0,,12.370615464799322,192.0,0,False,False,False,False,False
224729785,القاهرة تجارة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,21850604.0,23507561.0,11,2566221.0,,9.160380575172598,192.0,0,False,False,False,False,False
231236708,مصر بلاستيك محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,26771972.0,28645891.0,11,544231.0,,52.63553711567331,192.0,0,False,False,False,False,False
240831992,الأهرام بلاستيك ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,8827648.0,8058432.0,8,1509599.0,,5.338127542479824,192.0,0,False,False,False,False,False
243614763,النيل كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,5639011.569647487,38799007.0,13,751015.0,,51.66209330040012,192.0,0,False,False,False,False,False
249535035,القاهرة بلاستيك ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,8587855.0,8944103.0,10,1517374.0,,5.8944617477299595,192.0,0,False,False,False,False,False
266536275,مصر بلاستيك ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,31780019.0,31580126.0,11,613311.0,,51.4912108212636,192.0,0,False,False,False,False,False
270477871,اللوتس زراعة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,98836235.0,96744316.0,31,3298299.0,,29.33157848939711,122.0,0,False,False,False,False,False
274258743,النيل زراعة محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,126127580.0,137626076.0,38,4743199.0,,29.015454759540976,122.0,0,False,False,False,False,False
274376900,الجيزة كيماويات محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,65738132.0,71957143.0,42,4082531.0,,17.62562072400675,122.0,0,False,False,False,False,False
275054050,الإسكندرية تقنية ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,40173733.0,39788774.0,11,2687801.0,,14.803467220973577,192.0,0,False,False,False,False,False
281119560,سيناء كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,28653817.0,29624650.0,8,202303.0,,146.43702762687653,192.0,0,False,False,False,False,False
286803434,سيناء كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,24425043.0,23021634.0,12,991481.0,,23.2194404128773,192.0,0,False,False,False,False,False
288785097,حورس تجارة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,14015744.0,12719406.0,7,688166.0,,18.48304914802533,192.0,0,False,False,False,False,False
310712509,الدلتا تجارة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,50100008.0,47382084.0,67,3760072.0,,12.601376782146724,192.0,0,False,False,False,False,False
310715097,الأهرام لوجستيات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,32353324.0,30583520.0,7,238136.0,,128.42879698995532,192.0,0,False,False,False,False,False
317241194,الدلتا زراعة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,12417542.0,12279704.0,12,2076492.0,,5.913677490691031,192.0,0,False,False,False,False,False
320420145,الجيزة بلاستيك ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,15166256.0,14253265.0,8,147573.0,,96.5845039404227,192.0,0,False,False,False,False,False
321148049,القاهرة صلب ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,25754567.0,27837780.0,13,2217300.0,,12.55480990393722,192.0,0,False,False,False,False,False
323307240,الإسكندرية زراعة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,49318216.0,46912483.0,52,3367351.0,,13.931569058289439,192.0,0,False,False,False,False,False
324906524,الجيزة صلب محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,12083938.0,13141686.0,6,2929222.0,,4.486408336411511,192.0,0,False,False,False,False,False
324958226,الأهرام تجارة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,9778267.0,9828244.0,10,1784665.0,,5.507052584098417,192.0,0,False,False,False,False,False
325070355,حورس منسوجات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,118934528.0,119540739.0,49,4841904.0,,24.688787510037375,122.0,0,False,False,False,False,False
327813592,الجيزة زراعة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,1718992.0,1834296.0,13,527110.0,,3.479911213978107,192.0,0,False,False,False,False,False
329099629,الإسكندرية كيماويات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,81467414.0,77081282.0,49,4069478.0,,18.94131925519686,122.0,0,False,False,False,False,False
334629796,حورس تقنية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,6555172.0,6858724.0,10,653333.0,,10.49805229492464,192.0,0,False,False,False,False,False
338365074,الإسكندرية لوجستيات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,90812130.0,97631620.0,52,3106397.0,,31.4292152612818,122.0,0,False,False,False,False,False
340143087,النيل كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,192837678.15918395,26016029.0,6,1373550.0,,18.94072221615522,192.0,0,False,False,False,False,False
343022879,مصر كيماويات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,29357916.0,28157011.0,6,642578.0,,43.818821995150785,192.0,0,False,False,False,False,False
344008122,القاهرة أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,26680302.0,27182972.0,9,538742.0,,50.456381718893276,192.0,0,False,False,False,False,False
349360868,اللوتس تجارة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,9922550.0,10708083.0,12,2754609.0,,3.8873331932045527,192.0,0,False,False,False,False,False
351470564,حورس لوجستيات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,38847732.0,35984075.0,57,3416090.0,,10.533702273652041,192.0,0,False,False,False,False,False
354288078,الأهرام تقنية ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,39173910.0,36524927.0,11,1673026.0,,21.83165533590034,192.0,0,False,False,False,False,False
356629243,سيناء بلاستيك محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,121108990.0,111894574.0,73,4126802.0,,27.114112574337224,122.0,0,False,False,False,False,False
357491685,القاهرة منسوجات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,11220260.0,10316189.0,9,1168773.0,,8.826512077195487,192.0,0,False,False,False,False,False
358033306,مصر صلب ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,7555034.0,7320507.0,12,1870064.0,,3.9145756508868144,192.0,0,False,False,False,False,False
363553766,حورس بلاستيك ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,102886136.0,102401901.0,81,4407602.0,,23.23301899763182,122.0,0,False,False,False,False,False
367379390,الجيزة تجارة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,37812565.0,34739894.0,64,3937071.0,,8.823791595325561,192.0,0,False,False,False,False,False
367437585,الأهرام تجارة محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,90435169.0,84626033.0,57,3986512.0,,21.228089367346694,122.0,0,False,False,False,False,False
371453449,حورس صلب محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,129143645.0,129247408.0,79,3651843.0,,35.3923780403484,122.0,0,False,False,False,False,False
374477329,الجيزة زراعة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,67723273.0,65595907.0,32,4093093.0,,16.02599965356272,122.0,0,False,False,False,False,False
375003782,حورس صلب محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3417364.0,3142138.0,5,475346.0,,6.610212350582523,192.0,0,False,False,False,False,False
375650546,الإسكندرية زراعة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,836871132.0825758,132574316.0,67,4242617.0,,31.248240413876623,122.0,0,False,False,False,False,False
376663419,النيل لوجستيات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,2314542.0,2139373.0,8,674075.0,,3.1737907502874307,192.0,0,False,False,False,False,False
377793958,الدلتا منسوجات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,126202979.0,124870943.0,50,3759755.0,,33.21252129460563,122.0,0,False,False,False,False,False
379630051,الدلتا تقنية ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,144569261.0,132992219.0,52,4976981.0,,26.721464076314536,122.0,0,False,False,False,False,False
383768507,الجيزة بلاستيك محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,119826579.0,130988074.0,53,3408409.0,,38.43085556927,122.0,0,False,False,False,False,False
383880771,حورس بلاستيك محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,36260754.0,34714022.0,7,324788.0,,106.88209539761321,192.0,0,False,False,False,False,False
389295849,الإسكندرية تقنية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,133284238.0,138588139.0,41,3324014.0,,41.69300700899575,122.0,0,False,False,False,False,False
401386367,سيناء زراعة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,113498955.0,109756924.0,51,3846100.0,,28.53719976079665,122.0,0,False,False,False,False,False
403067418,الدلتا أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,13948742.0,13934940.0,11,722798.0,,19.279162366248936,192.0,0,False,False,False,False,False
405143326,القاهرة أغذية ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,38490329.0,38125357.0,6,1156908.0,,32.95452793134804,192.0,0,False,False,False,False,False
412886648,حورس خدمات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,32719480.0,30581369.0,13,2386288.0,,12.815456055597648,192.0,0,False,False,False,False,False
414359605,حورس صلب ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,8094096.0,8419617.0,13,1017151.0,,8.277647075016393,192.0,0,False,False,False,False,False
415181916,القاهرة خدمات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,31927731.0,31219356.0,7,2540046.0,,12.290862448947776,192.0,0,False,False,False,False,False
416914339,الجيزة بلاستيك ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,5341565.0,5847261.0,9,1587169.0,,3.6840821613829404,192.0,0,False,False,False,False,False
430489157,القاهرة لوجستيات محدودة,2021,أنشطة الإقامة وخدمات الطعام,medium,122747713.0,117577609.0,49,4143406.0,,28.377042703514935,122.0,0,False,False,False,False,False
430615531,مصر خدمات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,30074975.0,27699656.0,12,2347593.0,,11.799173025307198,192.0,0,False,False,False,False,False
433964688,القاهرة أغذية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,medium,54968213.0,60309748.0,59,3156731.0,,19.1051274245414,122.0,0,False,False,False,False,False
435133741,الدلتا صلب ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,16129903.0,15234288.0,5,66802.0,,228.05137570731415,192.0,0,False,False,False,False,False
