firm_id,year,industry,class_code,class_name,risk_score,band,reason_codes,forecast_close_risk
100414406,2023,المعلومات والاتصالات,J5819, أنشطة النشر الأخرى,40.0,Watchlist,Revenue YoY ≤ -10%,Low
100414406,2024,المعلومات والاتصالات,J5819, أنشطة النشر الأخرى,0.0,Stable,,Low
100414406,2025,المعلومات والاتصالات,J5819, أنشطة النشر الأخرى,0.0,Stable,,Low
100479255,2021,الصناعة التحويلية,C3091, صُنع الدرّاجات النارية,0.0,Stable,,Low
100479255,2022,الصناعة التحويلية,C3091, صُنع الدرّاجات النارية,0.0,Stable,,Low
100479255,2023,الصناعة التحويلية,C3091, صُنع الدرّاجات النارية,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
100479255,2024,الصناعة التحويلية,C3091, صُنع الدرّاجات النارية,0.0,Stable,,Low
100479255,2025,الصناعة التحويلية,C3091, صُنع الدرّاجات النارية,0.0,Stable,,Low
100520866,2024,النقل والتخزين,H4921, النقل البري للركاب في المدن والضواحي,0.0,Stable,,Low
100520866,2025,النقل والتخزين,H4921, النقل البري للركاب في المدن والضواحي,55.0,Watchlist,Revenue YoY ≤ -10%; Employees YoY ≤ -10%,Low
100846774,2021,الصناعة التحويلية,C3040,  صُنع مركبات القتال العسكرية,0.0,Stable,,Low
100846774,2022,الصناعة التحويلية,C3040,  صُنع مركبات القتال العسكرية,0.0,Stable,,Low
100846774,2023,الصناعة التحويلية,C3040,  صُنع مركبات القتال العسكرية,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
100846774,2024,الصناعة التحويلية,C3040,  صُنع مركبات القتال العسكرية,0.0,Stable,,Low
100846774,2025,الصناعة التحويلية,C3040,  صُنع مركبات القتال العسكرية,0.0,Stable,,Low
100859609,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4620,  تجارة المواد الخام الزراعية والحيوانات الحية بالجملة,0.0,Stable,,Low
100859609,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4620,  تجارة المواد الخام الزراعية والحيوانات الحية بالجملة,40.0,Watchlist,Revenue YoY ≤ -10%,Low
100859609,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4620,  تجارة المواد الخام الزراعية والحيوانات الحية بالجملة,0.0,Stable,,Low
100872949,2021,الصناعة التحويلية,C3312, إصلاح الآلات,0.0,Stable,,Low
100872949,2022,الصناعة التحويلية,C3312, إصلاح الآلات,15.0,Stable,Employees YoY ≤ -10%,Low
100872949,2023,الصناعة التحويلية,C3312, إصلاح الآلات,40.0,Watchlist,Revenue YoY ≤ -10%,Low
100872949,2024,الصناعة التحويلية,C3312, إصلاح الآلات,0.0,Stable,,Low
100872949,2025,الصناعة التحويلية,C3312, إصلاح الآلات,0.0,Stable,,Low
100899048,2024,النقل والتخزين,H4923, النقل البري للبضائع,0.0,Stable,,Low
100899048,2025,النقل والتخزين,H4923, النقل البري للبضائع,40.0,Watchlist,Revenue YoY ≤ -10%,Low
101031226,2021,أنشطة الإقامة وخدمات الطعام,I5520,  أماكن المخيمات والمتنزهات الترفيهية التي تتيح مكاناً للسيارات والمتنزهات التي تتيح مكاناً للمقطورات,0.0,Stable,,Low
101031226,2022,أنشطة الإقامة وخدمات الطعام,I5520,  أماكن المخيمات والمتنزهات الترفيهية التي تتيح مكاناً للسيارات والمتنزهات التي تتيح مكاناً للمقطورات,0.0,Stable,,Low
101031226,2023,أنشطة الإقامة وخدمات الطعام,I5520,  أماكن المخيمات والمتنزهات الترفيهية التي تتيح مكاناً للسيارات والمتنزهات التي تتيح مكاناً للمقطورات,40.0,Watchlist,Revenue YoY ≤ -10%,Low
101031226,2024,أنشطة الإقامة وخدمات الطعام,I5520,  أماكن المخيمات والمتنزهات الترفيهية التي تتيح مكاناً للسيارات والمتنزهات التي تتيح مكاناً للمقطورات,0.0,Stable,,Low
101031226,2025,أنشطة الإقامة وخدمات الطعام,I5520,  أماكن المخيمات والمتنزهات الترفيهية التي تتيح مكاناً للسيارات والمتنزهات التي تتيح مكاناً للمقطورات,0.0,Stable,,Low
101042068,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4752, بيع الأدوات المعدنية والطلاء والزجاج بالتجزئة في المتاجر المتخصصة,0.0,Stable,,Low
101042068,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4752, بيع الأدوات المعدنية والطلاء والزجاج بالتجزئة في المتاجر المتخصصة,0.0,Stable,,Low
101042068,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4752, بيع الأدوات المعدنية والطلاء والزجاج بالتجزئة في المتاجر المتخصصة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
101042068,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4752, بيع الأدوات المعدنية والطلاء والزجاج بالتجزئة في المتاجر المتخصصة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
101042068,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4752, بيع الأدوات المعدنية والطلاء والزجاج بالتجزئة في المتاجر المتخصصة,0.0,Stable,,Low
101051460,2021,الأنشطة العقارية,L6820,  الأنشطة العقارية على أساس رسوم أو عقود,0.0,Stable,,Low
101051460,2022,الأنشطة العقارية,L6820,  الأنشطة العقارية على أساس رسوم أو عقود,0.0,Stable,,Low
101051460,2023,الأنشطة العقارية,L6820,  الأنشطة العقارية على أساس رسوم أو عقود,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
101051460,2024,الأنشطة العقارية,L6820,  الأنشطة العقارية على أساس رسوم أو عقود,0.0,Stable,,Low
101051460,2025,الأنشطة العقارية,L6820,  الأنشطة العقارية على أساس رسوم أو عقود,0.0,Stable,,Low
101078689,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4661, بيع أنواع الوقود الصلبة والسائلة والغازية وما يتصل بها من منتجات بالجملة,0.0,Stable,,Low
101078689,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4661, بيع أنواع الوقود الصلبة والسائلة والغازية وما يتصل بها من منتجات بالجملة,0.0,Stable,,Low
101078689,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4661, بيع أنواع الوقود الصلبة والسائلة والغازية وما يتصل بها من منتجات بالجملة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
101078689,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4661, بيع أنواع الوقود الصلبة والسائلة والغازية وما يتصل بها من منتجات بالجملة,35.0,Stable,3y direction ≤ -10%/yr,Low
101078689,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4661, بيع أنواع الوقود الصلبة والسائلة والغازية وما يتصل بها من منتجات بالجملة,0.0,Stable,,Low
101475095,2021,المعلومات والاتصالات,J5811, نشر الكُتب,0.0,Stable,,Low
101475095,2022,المعلومات والاتصالات,J5811, نشر الكُتب,0.0,Stable,,Low
101475095,2023,المعلومات والاتصالات,J5811, نشر الكُتب,0.0,Stable,,Low
101475095,2024,المعلومات والاتصالات,J5811, نشر الكُتب,0.0,Stable,,Low
101475095,2025,المعلومات والاتصالات,J5811, نشر الكُتب,0.0,Stable,,Low
101598975,2021,الزراعة والحراجة وصيد الأسماك,A0150,  الزراعة المختلطة,0.0,Stable,,Low
101598975,2022,الزراعة والحراجة وصيد الأسماك,A0150,  الزراعة المختلطة,0.0,Stable,,Low
101598975,2023,الزراعة والحراجة وصيد الأسماك,A0150,  الزراعة المختلطة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
101598975,2024,الزراعة والحراجة وصيد الأسماك,A0150,  الزراعة المختلطة,0.0,Stable,,Low
101598975,2025,الزراعة والحراجة وصيد الأسماك,A0150,  الزراعة المختلطة,15.0,Stable,Employees YoY ≤ -10%,Low
101920457,2021,الصناعة التحويلية,C2431, سبك الحديد والصلب,0.0,Stable,,Low
101920457,2022,الصناعة التحويلية,C2431, سبك الحديد والصلب,15.0,Stable,Employees YoY ≤ -10%,Low
101920457,2023,الصناعة التحويلية,C2431, سبك الحديد والصلب,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
101920457,2024,الصناعة التحويلية,C2431, سبك الحديد والصلب,0.0,Stable,,Low
101920457,2025,الصناعة التحويلية,C2431, سبك الحديد والصلب,0.0,Stable,,Low
101973190,2021,النقل والتخزين,H4930, النقل بخطوط الأنابيب,0.0,Stable,,Low
101973190,2022,النقل والتخزين,H4930, النقل بخطوط الأنابيب,0.0,Stable,,Low
101973190,2023,النقل والتخزين,H4930, النقل بخطوط الأنابيب,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
101973190,2024,النقل والتخزين,H4930, النقل بخطوط الأنابيب,0.0,Stable,,Low
101973190,2025,النقل والتخزين,H4930, النقل بخطوط الأنابيب,0.0,Stable,,Low
102037501,2021,الأنشطة المهنية والعلمية والتقنية,M7120,  الاختبارات والتحاليل التقنية,0.0,Stable,,Low
102037501,2022,الأنشطة المهنية والعلمية والتقنية,M7120,  الاختبارات والتحاليل التقنية,0.0,Stable,,Low
102037501,2023,الأنشطة المهنية والعلمية والتقنية,M7120,  الاختبارات والتحاليل التقنية,40.0,Watchlist,Revenue YoY ≤ -10%,Low
102037501,2024,الأنشطة المهنية والعلمية والتقنية,M7120,  الاختبارات والتحاليل التقنية,0.0,Stable,,Low
102037501,2025,الأنشطة المهنية والعلمية والتقنية,M7120,  الاختبارات والتحاليل التقنية,0.0,Stable,,Low
102059269,2024,الصناعة التحويلية,C2680,  صُنع الوسائط المغناطيسية والبصرية,0.0,Stable,,Low
102059269,2025,الصناعة التحويلية,C2680,  صُنع الوسائط المغناطيسية والبصرية,0.0,Stable,,Low
102273419,2022,أنشطة الخدمات الأخرى,S9529, إصلاح السلع الشخصية والمنزلية الأخرى,0.0,Stable,,Low
102273419,2023,أنشطة الخدمات الأخرى,S9529, إصلاح السلع الشخصية والمنزلية الأخرى,40.0,Watchlist,Revenue YoY ≤ -10%,Low
102273419,2024,أنشطة الخدمات الأخرى,S9529, إصلاح السلع الشخصية والمنزلية الأخرى,35.0,Stable,3y direction ≤ -10%/yr,Low
102273419,2025,أنشطة الخدمات الأخرى,S9529, إصلاح السلع الشخصية والمنزلية الأخرى,0.0,Stable,,Low
102393120,2021,الصناعة التحويلية,C2220, صُنع المنتجات اللدائنية,0.0,Stable,,Low
102393120,2022,الصناعة التحويلية,C2220, صُنع المنتجات اللدائنية,0.0,Stable,,Low
102393120,2023,الصناعة التحويلية,C2220, صُنع المنتجات اللدائنية,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
102393120,2024,الصناعة التحويلية,C2220, صُنع المنتجات اللدائنية,0.0,Stable,,Low
102393120,2025,الصناعة التحويلية,C2220, صُنع المنتجات اللدائنية,0.0,Stable,,Low
102626897,2021,أنشطة الخدمات الأخرى,S9522, إصلاح الأجهزة المنزلية والمعدات المنزلية ومعدات الحدائق,0.0,Stable,,Low
102626897,2022,أنشطة الخدمات الأخرى,S9522, إصلاح الأجهزة المنزلية والمعدات المنزلية ومعدات الحدائق,15.0,Stable,Employees YoY ≤ -10%,Low
102626897,2023,أنشطة الخدمات الأخرى,S9522, إصلاح الأجهزة المنزلية والمعدات المنزلية ومعدات الحدائق,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
102626897,2024,أنشطة الخدمات الأخرى,S9522, إصلاح الأجهزة المنزلية والمعدات المنزلية ومعدات الحدائق,0.0,Stable,,Low
102626897,2025,أنشطة الخدمات الأخرى,S9522, إصلاح الأجهزة المنزلية والمعدات المنزلية ومعدات الحدائق,0.0,Stable,,Low
102868712,2021,الصناعة التحويلية,C2620,  صُنع الحواسيب والمعدات الملحقة,0.0,Stable,,Low
102868712,2022,الصناعة التحويلية,C2620,  صُنع الحواسيب والمعدات الملحقة,0.0,Stable,,Low
102868712,2023,الصناعة التحويلية,C2620,  صُنع الحواسيب والمعدات الملحقة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
102868712,2024,الصناعة التحويلية,C2620,  صُنع الحواسيب والمعدات الملحقة,0.0,Stable,,Low
102868712,2025,الصناعة التحويلية,C2620,  صُنع الحواسيب والمعدات الملحقة,40.0,Watchlist,Revenue YoY ≤ -10%,Low
102923138,2021,التشييد والبناء,F4220,  تشييد مشاريع الخاصة بالمنافع,0.0,Stable,,Low
102923138,2022,التشييد والبناء,F4220,  تشييد مشاريع الخاصة بالمنافع,0.0,Stable,,Low
102923138,2023,التشييد والبناء,F4220,  تشييد مشاريع الخاصة بالمنافع,40.0,Watchlist,Revenue YoY ≤ -10%,Low
102923138,2024,التشييد والبناء,F4220,  تشييد مشاريع الخاصة بالمنافع,0.0,Stable,,Low
102923138,2025,التشييد والبناء,F4220,  تشييد مشاريع الخاصة بالمنافع,0.0,Stable,,Low
102991966,2022,أنشطة الخدمات الإدارية وخدمات الدعم,N7710,  تأجير المركبات ذات المحرّكات,0.0,Stable,,Low
102991966,2023,أنشطة الخدمات الإدارية وخدمات الدعم,N7710,  تأجير المركبات ذات المحرّكات,40.0,Watchlist,Revenue YoY ≤ -10%,Low
102991966,2024,أنشطة الخدمات الإدارية وخدمات الدعم,N7710,  تأجير المركبات ذات المحرّكات,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
102991966,2025,أنشطة الخدمات الإدارية وخدمات الدعم,N7710,  تأجير المركبات ذات المحرّكات,0.0,Stable,,Low
103110583,2021,النقل والتخزين,H4921, النقل البري للركاب في المدن والضواحي,0.0,Stable,,Low
103110583,2022,النقل والتخزين,H4921, النقل البري للركاب في المدن والضواحي,0.0,Stable,,Low
103110583,2023,النقل والتخزين,H4921, النقل البري للركاب في المدن والضواحي,40.0,Watchlist,Revenue YoY ≤ -10%,Low
103110583,2024,النقل والتخزين,H4921, النقل البري للركاب في المدن والضواحي,0.0,Stable,,Low
103110583,2025,النقل والتخزين,H4921, النقل البري للركاب في المدن والضواحي,0.0,Stable,,Low
103183091,2021,الصناعة التحويلية,C1062, صُنع النشاء ومنتجات النشاء,0.0,Stable,,Low
103183091,2022,الصناعة التحويلية,C1062, صُنع النشاء ومنتجات النشاء,0.0,Stable,,Low
103183091,2023,الصناعة التحويلية,C1062, صُنع النشاء ومنتجات النشاء,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
103183091,2024,الصناعة التحويلية,C1062, صُنع النشاء ومنتجات النشاء,0.0,Stable,,Low
103183091,2025,الصناعة التحويلية,C1062, صُنع النشاء ومنتجات النشاء,0.0,Stable,,Low
103302939,2021,النقل والتخزين,H5222, أنشطة الخدمات المتصلة بالنقل المائي,0.0,Stable,,Low
103302939,2022,النقل والتخزين,H5222, أنشطة الخدمات المتصلة بالنقل المائي,0.0,Stable,,Low
103302939,2023,النقل والتخزين,H5222, أنشطة الخدمات المتصلة بالنقل المائي,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
103302939,2024,النقل والتخزين,H5222, أنشطة الخدمات المتصلة بالنقل المائي,0.0,Stable,,Low
103302939,2025,النقل والتخزين,H5222, أنشطة الخدمات المتصلة بالنقل المائي,0.0,Stable,,Low
103430462,2021,الصناعة التحويلية,C2824, صُنع آلات لعمليات التعدين واستغلال المحاجر والتشييد,0.0,Stable,,Low
103430462,2022,الصناعة التحويلية,C2824, صُنع آلات لعمليات التعدين واستغلال المحاجر والتشييد,0.0,Stable,,Low
103430462,2023,الصناعة التحويلية,C2824, صُنع آلات لعمليات التعدين واستغلال المحاجر والتشييد,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
103430462,2024,الصناعة التحويلية,C2824, صُنع آلات لعمليات التعدين واستغلال المحاجر والتشييد,35.0,Stable,3y direction ≤ -10%/yr,Low
103430462,2025,الصناعة التحويلية,C2824, صُنع آلات لعمليات التعدين واستغلال المحاجر والتشييد,0.0,Stable,,Low
103684670,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4759, البيع بالتجزئة للأجهزة الكهربائية المنزلية والأثاث ومعدات الإضاءة وغيرها من الأصناف المنزلية في المتاجر المتخصصة,0.0,Stable,,Low
103684670,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4759, البيع بالتجزئة للأجهزة الكهربائية المنزلية والأثاث ومعدات الإضاءة وغيرها من الأصناف المنزلية في المتاجر المتخصصة,0.0,Stable,,Low
103684670,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4759, البيع بالتجزئة للأجهزة الكهربائية المنزلية والأثاث ومعدات الإضاءة وغيرها من الأصناف المنزلية في المتاجر المتخصصة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
103684670,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4759, البيع بالتجزئة للأجهزة الكهربائية المنزلية والأثاث ومعدات الإضاءة وغيرها من الأصناف المنزلية في المتاجر المتخصصة,35.0,Stable,3y direction ≤ -10%/yr,Low
103684670,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4759, البيع بالتجزئة للأجهزة الكهربائية المنزلية والأثاث ومعدات الإضاءة وغيرها من الأصناف المنزلية في المتاجر المتخصصة,0.0,Stable,,Low
103840049,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4659, بيع الآلات والمعدات الأخرى بالجملة,0.0,Stable,,Low
103840049,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4659, بيع الآلات والمعدات الأخرى بالجملة,0.0,Stable,,Low
103840049,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4659, بيع الآلات والمعدات الأخرى بالجملة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
103840049,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4659, بيع الآلات والمعدات الأخرى بالجملة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
103840049,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4659, بيع الآلات والمعدات الأخرى بالجملة,0.0,Stable,,Low
104127051,2023,الأنشطة العقارية,L6810,  الأنشطة العقارية في الممتلكات المملوكة أو المؤجّرة,0.0,Stable,,Low
104127051,2024,الأنشطة العقارية,L6810,  الأنشطة العقارية في الممتلكات المملوكة أو المؤجّرة,40.0,Watchlist,Revenue YoY ≤ -10%,Low
104127051,2025,الأنشطة العقارية,L6810,  الأنشطة العقارية في الممتلكات المملوكة أو المؤجّرة,35.0,Stable,3y direction ≤ -10%/yr,Low
104179620,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4742, البيع بالتجزئة للمعدات السمعية والبصرية في المتاجر المتخصصة,0.0,Stable,,Low
104179620,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4742, البيع بالتجزئة للمعدات السمعية والبصرية في المتاجر المتخصصة,0.0,Stable,,Low
104284890,2023,الصناعة التحويلية,C3320,  تركيب الآلات والمعدات الصناعية,0.0,Stable,,Low
104284890,2024,الصناعة التحويلية,C3320,  تركيب الآلات والمعدات الصناعية,40.0,Watchlist,Revenue YoY ≤ -10%,Low
104284890,2025,الصناعة التحويلية,C3320,  تركيب الآلات والمعدات الصناعية,0.0,Stable,,Low
104324585,2023,أنشطة الخدمات الأخرى,S9491, أنشطة المنظمات الدينية,0.0,Stable,,Low
104324585,2024,أنشطة الخدمات الأخرى,S9491, أنشطة المنظمات الدينية,40.0,Watchlist,Revenue YoY ≤ -10%,Low
104324585,2025,أنشطة الخدمات الأخرى,S9491, أنشطة المنظمات الدينية,0.0,Stable,,Low
104447411,2021,الصناعة التحويلية,C2432, سبك المعادن غير الحديدية,0.0,Stable,,Low
104447411,2022,الصناعة التحويلية,C2432, سبك المعادن غير الحديدية,0.0,Stable,,Low
104447411,2023,الصناعة التحويلية,C2432, سبك المعادن غير الحديدية,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
104447411,2024,الصناعة التحويلية,C2432, سبك المعادن غير الحديدية,0.0,Stable,,Low
104447411,2025,الصناعة التحويلية,C2432, سبك المعادن غير الحديدية,0.0,Stable,,Low
104548070,2023,أنشطة الخدمات الإدارية وخدمات الدعم,N8220, أنشطة مراكز النداء,0.0,Stable,,Low
104548070,2024,أنشطة الخدمات الإدارية وخدمات الدعم,N8220, أنشطة مراكز النداء,40.0,Watchlist,Revenue YoY ≤ -10%,Low
104548070,2025,أنشطة الخدمات الإدارية وخدمات الدعم,N8220, أنشطة مراكز النداء,0.0,Stable,,Low
104744067,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4763, بيع الأدوات الرياضية بالتجزئة في المتاجر المتخصصة,0.0,Stable,,Low
104744067,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4763, بيع الأدوات الرياضية بالتجزئة في المتاجر المتخصصة,0.0,Stable,,Low
104744067,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4763, بيع الأدوات الرياضية بالتجزئة في المتاجر المتخصصة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
104744067,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4763, بيع الأدوات الرياضية بالتجزئة في المتاجر المتخصصة,35.0,Stable,3y direction ≤ -10%/yr,Low
104744067,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4763, بيع الأدوات الرياضية بالتجزئة في المتاجر المتخصصة,0.0,Stable,,Low
104799498,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4651, بيع الحواسيب والمعدات الطرفية للحواسيب والبرمجيات بالجملة,0.0,Stable,,Low
104799498,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4651, بيع الحواسيب والمعدات الطرفية للحواسيب والبرمجيات بالجملة,40.0,Watchlist,Revenue YoY ≤ -10%,Low
104799498,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4651, بيع الحواسيب والمعدات الطرفية للحواسيب والبرمجيات بالجملة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
104799498,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4651, بيع الحواسيب والمعدات الطرفية للحواسيب والبرمجيات بالجملة,75.0,High,Revenue YoY ≤ -10%; 3y direction ≤ -10%/yr,High
104799498,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4651, بيع الحواسيب والمعدات الطرفية للحواسيب والبرمجيات بالجملة,0.0,Stable,,Low
104825184,2021,الأنشطة المالية وأنشطة التأمين,K6611, إدارة الأسواق المالية,0.0,Stable,,Low
104825184,2022,الأنشطة المالية وأنشطة التأمين,K6611, إدارة الأسواق المالية,0.0,Stable,,Low
