tax_id,name,name_ar,isic_section,sector,isic_class,is_industrial,start_year,close_year,paid_in_capital_egp,sme_tier_init,branches
265925890,Delta Services Co.,مصر زراعة ذ.م.م,C,Manufacturing,C1520,1,2021,10000,2550941.0,small,1
260614298,Nile Steel SAE,القاهرة كيماويات محدودة,J,Information and communication,J6020,0,2008,10000,1433719.0,small,6
571825655,Pyramid Chem LLC,الجيزة لوجستيات ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2018,10000,3292565.0,medium,1
940554627,Lotus Tech Ltd.,الدلتا زراعة ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4730,0,2023,10000,3904830.0,medium,6
712713211,Sinai Trading SAE,سيناء كيماويات ش.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4751,0,2018,10000,4863912.0,medium,4
810795438,Lotus Steel Ltd.,اللوتس تقنية ذ.م.م,C,Manufacturing,C2023,1,2008,10000,3700272.0,small,5
337353735,Cairo Foods Ltd.,حورس لوجستيات محدودة,C,Manufacturing,C1702,1,2007,10000,3440737.0,small,1
616167577,Giza Agri Co.,الدلتا زراعة ش.م.م,I,Accommodation and food service activities,I5621,0,2020,10000,3434618.0,medium,3
809502647,Delta Steel Co.,الإسكندرية منسوجات ذ.م.م,F,Construction,F4312,1,2019,10000,6532874.0,medium,1
664052795,Cairo Logistics Ltd.,مصر كيماويات ش.ذ.م.م,A,"Agriculture, forestry and fishing",A0142,1,2023,2028,1610807.0,small,1
489711310,Alex Agri SAE,الدلتا تقنية محدودة,C,Manufacturing,C2815,1,2005,10000,2716410.0,small,1
187332170,Cairo Tech SAE,اللوتس صلب ش.م.م,Q,Human health and social work activities,Q8790,0,2024,10000,1491362.0,small,5
853962771,Giza Agri LLC,الإسكندرية منسوجات ش.م.م,J,Information and communication,J5920,0,2009,10000,1056217.0,small,1
509037767,Cairo Steel Ltd.,النيل منسوجات ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2015,10000,4169265.0,medium,1
355981422,Pyramid Logistics SAE,الجيزة خدمات ش.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4620,0,2021,10000,3463422.0,medium,4
889636135,Horus Logistics LLC,الدلتا خدمات ش.م.م,M,"Professional, scientific and technical activities",M6920,0,2013,10000,3725575.0,medium,1
999126873,Delta Agri LLC,الإسكندرية كيماويات ش.ذ.م.م,F,Construction,F4330,1,2007,10000,1156507.0,small,1
437266730,Alex Textiles Ltd.,سيناء تقنية ذ.م.م,H,Transportation and storage,H5222,0,2008,10000,4146423.0,medium,4
840456400,Horus Foods LLC,الإسكندرية تجارة ذ.م.م,A,"Agriculture, forestry and fishing",A0125,1,2011,10000,166026.0,small,1
375003782,Nile Chem LLC,حورس صلب محدودة,I,Accommodation and food service activities,I5621,0,2011,10000,475346.0,small,1
260718149,Misr Chem Co.,الأهرام خدمات محدودة,S,Other service activities,S9524,0,2018,10000,3621114.0,medium,5
642515991,Pyramid Chem SAE,الدلتا منسوجات ش.ذ.م.م,J,Information and communication,J5811,0,2009,10000,4163936.0,medium,1
705410334,Misr Trading SAE,مصر بلاستيك محدودة,C,Manufacturing,C3012,1,2013,10000,694371.0,small,1
338607458,Sinai Chem LLC,اللوتس خدمات ش.ذ.م.م,H,Transportation and storage,H5022,0,2023,10000,2664960.0,small,7
287228427,Giza Steel LLC,الأهرام منسوجات محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4690,0,2006,10000,1967692.0,small,3
400137475,Giza Plastics Co.,القاهرة صلب ذ.م.م,Q,Human health and social work activities,Q8610,0,2016,10000,1640516.0,small,1
567194747,Nile Tech LLC,الأهرام منسوجات محدودة,A,"Agriculture, forestry and fishing",A0146,1,2023,10000,1624677.0,small,6
730537123,Lotus Services SAE,الجيزة كيماويات ش.م.م,A,"Agriculture, forestry and fishing",A0150,1,2005,10000,9550679.0,medium,1
395885885,Alex Agri SAE,النيل تجارة ش.ذ.م.م,C,Manufacturing,C2733,1,2014,10000,11371335.0,medium,5
489165638,Sinai Agri LLC,النيل خدمات محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4719,0,2024,10000,2745759.0,small,1
407072256,Delta Logistics SAE,سيناء خدمات ش.م.م,N,Administrative and support service activities,N8129,0,2019,10000,639311.0,small,1
291764178,Alex Tech Ltd.,اللوتس خدمات ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4711,0,2011,10000,2370992.0,small,3
626633720,Sinai Plastics Co.,مصر خدمات ذ.م.م,I,Accommodation and food service activities,I5629,0,2014,10000,3184755.0,medium,1
176863495,Sinai Services SAE,الجيزة زراعة ذ.م.م,A,"Agriculture, forestry and fishing",A0125,1,2007,10000,1540295.0,small,7
253824593,Cairo Steel Co.,حورس خدمات ش.ذ.م.م,C,Manufacturing,C1709,1,2022,10000,8361453.0,medium,1
569450945,Sinai Agri Co.,سيناء صلب محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2013,10000,1718843.0,small,1
774184000,Giza Services Ltd.,القاهرة منسوجات ش.ذ.م.م,H,Transportation and storage,H5310,0,2010,10000,4046032.0,medium,1
655813871,Lotus Foods Ltd.,القاهرة لوجستيات محدودة,K,Financial and insurance activities,K6419,0,2006,10000,4231970.0,medium,1
783449012,Misr Tech LLC,الدلتا لوجستيات ش.ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2010,10000,1208964.0,small,1
113155071,Lotus Plastics Ltd.,القاهرة زراعة ش.ذ.م.م,F,Construction,F4329,1,2018,10000,2859434.0,small,1
966797254,Giza Services LLC,النيل خدمات ش.م.م,C,Manufacturing,C1101,1,2019,10000,4906975.0,small,1
291386457,Pyramid Chem SAE,الأهرام تقنية ش.ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4761,0,2014,10000,2424800.0,small,1
327976947,Alex Services Co.,الدلتا صلب ش.ذ.م.م,F,Construction,F4312,1,2022,10000,11420922.0,medium,1
557889810,Cairo Textiles LLC,مصر منسوجات ذ.م.م,K,Financial and insurance activities,K6419,0,2020,10000,792435.0,small,8
512093027,Misr Plastics Co.,مصر تقنية ذ.م.م,P,Education,P8541,0,2010,10000,1006411.0,small,1
276725696,Nile Foods SAE,القاهرة خدمات ذ.م.م,M,"Professional, scientific and technical activities",M7420,0,2017,10000,4883978.0,medium,6
115995220,Nile Trading LLC,الأهرام زراعة ش.ذ.م.م,C,Manufacturing,C1104,1,2015,10000,14583065.0,medium,3
940269761,Misr Plastics SAE,النيل بلاستيك ش.م.م,L,Real estate activities,L6810,0,2005,10000,4470841.0,medium,1
105729383,Misr Foods Co.,القاهرة كيماويات ذ.م.م,A,"Agriculture, forestry and fishing",A0230,1,2024,10000,3172449.0,small,1
258283436,Misr Trading Co.,حورس أغذية محدودة,C,Manufacturing,C3314,1,2014,10000,4207010.0,small,1
981767144,Misr Textiles Co.,الأهرام منسوجات ش.ذ.م.م,J,Information and communication,J6312,0,2016,10000,2810235.0,small,2
645085231,Horus Logistics SAE,الدلتا تقنية ش.ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4661,0,2017,10000,4241729.0,medium,1
394470046,Misr Services LLC,الدلتا أغذية ذ.م.م,M,"Professional, scientific and technical activities",M6920,0,2017,10000,167309.0,small,7
313010738,Lotus Textiles Co.,الأهرام تقنية ش.ذ.م.م,J,Information and communication,J6110,0,2006,10000,2318930.0,small,1
765744943,Alex Chem Ltd.,النيل تجارة ش.م.م,I,Accommodation and food service activities,I5621,0,2024,10000,1879637.0,small,1
422372752,Lotus Agri LLC,النيل صلب ش.ذ.م.م,H,Transportation and storage,H5222,0,2014,10000,4877343.0,medium,1
516612948,Misr Foods LLC,حورس منسوجات ش.ذ.م.م,Q,Human health and social work activities,Q8690,0,2010,2021,4225526.0,medium,1
143619788,Alex Textiles Ltd.,النيل خدمات ش.ذ.م.م,M,"Professional, scientific and technical activities",M7420,0,2015,2019,199680.0,small,1
115801698,Giza Steel SAE,القاهرة منسوجات ش.م.م,A,"Agriculture, forestry and fishing",A0125,1,2017,10000,9479509.0,medium,1
396582786,Cairo Trading LLC,القاهرة كيماويات ذ.م.م,S,Other service activities,S9521,0,2022,10000,823596.0,small,1
725762971,Alex Steel LLC,حورس زراعة محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2010,10000,1879796.0,small,1
876151640,Giza Tech Co.,الدلتا بلاستيك ذ.م.م,F,Construction,F4322,1,2011,10000,14816071.0,medium,1
345349903,Pyramid Steel SAE,مصر تجارة ش.م.م,N,Administrative and support service activities,N7912,0,2011,10000,534733.0,small,9
847249885,Sinai Foods LLC,مصر خدمات ش.ذ.م.م,Q,Human health and social work activities,Q8790,0,2008,10000,4518499.0,medium,1
434488411,Alex Chem SAE,الدلتا بلاستيك ش.ذ.م.م,L,Real estate activities,L6810,0,2010,10000,782891.0,small,1
352148331,Delta Textiles Ltd.,الإسكندرية تقنية ذ.م.م,J,Information and communication,J5819,0,2020,10000,4604552.0,medium,1
725511121,Horus Chem LLC,القاهرة لوجستيات ذ.م.م,A,"Agriculture, forestry and fishing",A0230,1,2006,10000,1887640.0,small,1
253076143,Alex Services Co.,اللوتس تجارة ذ.م.م,F,Construction,F4390,1,2014,10000,4513720.0,small,1
797054222,Sinai Chem SAE,حورس زراعة ش.ذ.م.م,M,"Professional, scientific and technical activities",M7010,0,2008,10000,2107767.0,small,1
647484453,Sinai Chem Co.,الأهرام خدمات ذ.م.م,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T9820,0,2015,2016,2529810.0,small,2
532684935,Nile Foods Ltd.,سيناء تقنية ذ.م.م,F,Construction,F4210,1,2006,10000,13604861.0,medium,6
613503125,Nile Agri Ltd.,الإسكندرية كيماويات ذ.م.م,K,Financial and insurance activities,K6621,0,2015,10000,1115481.0,small,6
193400035,Cairo Plastics Co.,الإسكندرية أغذية ذ.م.م,C,Manufacturing,C1074,1,2011,10000,8572951.0,medium,1
651335301,Cairo Steel Ltd.,حورس خدمات ش.م.م,K,Financial and insurance activities,K6420,0,2021,10000,146778.0,small,1
957808843,Delta Agri LLC,الأهرام منسوجات ش.ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4711,0,2013,10000,2573109.0,small,1
984305294,Sinai Tech Co.,الأهرام أغذية ش.م.م,C,Manufacturing,C2731,1,2018,10000,10551455.0,medium,1
654002595,Misr Chem LLC,النيل منسوجات محدودة,C,Manufacturing,C2610,1,2010,10000,14360073.0,medium,3
706145344,Misr Textiles LLC,سيناء بلاستيك ش.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4663,0,2010,10000,570840.0,small,1
849907414,Horus Tech SAE,الدلتا تجارة ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4659,0,2013,10000,3528417.0,medium,3
425140453,Alex Foods LLC,سيناء بلاستيك ش.م.م,J,Information and communication,J5819,0,2014,10000,52991.0,small,6
114074155,Lotus Plastics SAE,القاهرة زراعة محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4663,0,2016,10000,4941042.0,medium,1
910093293,Cairo Foods Co.,الجيزة زراعة ذ.م.م,H,Transportation and storage,H5210,0,2014,10000,3689919.0,medium,1
752796908,Pyramid Tech Ltd.,النيل أغذية ش.ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2023,10000,2870005.0,small,1
834531471,Misr Plastics SAE,سيناء تقنية ش.ذ.م.م,L,Real estate activities,L6820,0,2024,10000,1402312.0,small,1
634672116,Sinai Agri SAE,سيناء زراعة ش.ذ.م.م,A,"Agriculture, forestry and fishing",A0311,1,2010,10000,2775109.0,small,4
854267458,Cairo Logistics Ltd.,الإسكندرية تقنية محدودة,H,Transportation and storage,H4930,0,2011,10000,3716080.0,medium,1
933910495,Nile Plastics SAE,مصر صلب ش.ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4782,0,2021,2035,1593292.0,small,1
814333685,Misr Services Co.,سيناء تقنية ذ.م.م,B,Mining and quarrying,B0610,1,2015,10000,1029848.0,small,1
289951416,Nile Tech Co.,الإسكندرية بلاستيك ش.م.م,L,Real estate activities,L6820,0,2016,10000,2613958.0,small,1
822984322,Lotus Trading SAE,القاهرة تقنية ش.ذ.م.م,H,Transportation and storage,H5221,0,2022,10000,4983372.0,medium,1
461027803,Alex Foods Ltd.,الدلتا كيماويات ش.ذ.م.م,S,Other service activities,S9492,0,2020,10000,3447049.0,medium,1
248327589,Misr Services Ltd.,النيل زراعة ش.م.م,C,Manufacturing,C3040,1,2008,10000,1898391.0,small,1
440427377,Cairo Services LLC,النيل كيماويات ش.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4723,0,2014,10000,2916668.0,small,1
609819966,Alex Agri Ltd.,الأهرام خدمات ذ.م.م,N,Administrative and support service activities,N8110,0,2020,10000,2190844.0,small,1
849313130,Misr Textiles Co.,اللوتس بلاستيك محدودة,R,"Arts, entertainment and recreation",R9312,0,2014,10000,289599.0,small,9
970111555,Misr Textiles LLC,الأهرام بلاستيك محدودة,J,Information and communication,J5819,0,2008,10000,3140640.0,medium,1
235990329,Alex Agri Co.,النيل بلاستيك محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4764,0,2015,10000,3428359.0,medium,1
782420921,Horus Tech LLC,مصر تقنية ش.ذ.م.م,K,Financial and insurance activities,K6511,0,2007,10000,4013722.0,medium,1
146751694,Giza Agri Ltd.,الدلتا تجارة ش.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4530,0,2005,10000,2597575.0,small,1
631024711,Cairo Services LLC,سيناء زراعة محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2008,10000,843873.0,small,2
310715097,Alex Plastics SAE,الأهرام لوجستيات ش.ذ.م.م,I,Accommodation and food service activities,I5610,0,2008,10000,238136.0,small,1
908244188,Cairo Plastics LLC,النيل كيماويات ذ.م.م,Q,Human health and social work activities,Q8890,0,2006,10000,3661708.0,medium,9
514792397,Lotus Agri Co.,النيل أغذية ذ.م.م,A,"Agriculture, forestry and fishing",A0149,1,2014,10000,1163472.0,small,1
734251510,Sinai Textiles LLC,القاهرة بلاستيك ش.ذ.م.م,J,Information and communication,J6120,0,2019,10000,575806.0,small,1
516850794,Pyramid Plastics Ltd.,الإسكندرية لوجستيات ش.م.م,Q,Human health and social work activities,Q8710,0,2006,10000,1404987.0,small,1
324199672,Delta Tech Co.,الجيزة صلب ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4662,0,2008,10000,823388.0,small,1
660609661,Misr Chem Ltd.,مصر بلاستيك ش.ذ.م.م,F,Construction,F4290,1,2006,10000,6550908.0,medium,1
129470376,Cairo Foods LLC,حورس خدمات محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4772,0,2017,10000,4108927.0,medium,1
204039108,Sinai Foods LLC,الجيزة زراعة ذ.م.م,A,"Agriculture, forestry and fishing",A0150,1,2018,10000,1033890.0,small,1
664686346,Pyramid Plastics SAE,مصر تقنية ش.م.م,M,"Professional, scientific and technical activities",M7320,0,2019,10000,56310.0,small,4
225111828,Giza Steel Ltd.,القاهرة تجارة ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4752,0,2023,10000,3644580.0,medium,1
873590006,Lotus Logistics Ltd.,القاهرة لوجستيات ش.ذ.م.م,I,Accommodation and food service activities,I5629,0,2013,10000,2836564.0,small,1
664486706,Sinai Tech LLC,النيل لوجستيات ذ.م.م,L,Real estate activities,L6810,0,2010,10000,579874.0,small,1
298431530,Lotus Chem SAE,الدلتا صلب ش.م.م,A,"Agriculture, forestry and fishing",A0122,1,2009,10000,286509.0,small,1
963809168,Lotus Trading Co.,الدلتا بلاستيك ش.ذ.م.م,C,Manufacturing,C2670,1,2020,10000,13402534.0,medium,1
238319691,Sinai Steel Ltd.,النيل صلب ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4764,0,2024,10000,3812847.0,medium,1
814923146,Alex Foods Ltd.,الأهرام أغذية ش.م.م,H,Transportation and storage,H5310,0,2014,10000,1360083.0,small,1
509778643,Nile Trading Co.,النيل كيماويات ش.ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2006,10000,2869338.0,small,1
269661689,Sinai Trading Co.,القاهرة تقنية ش.م.م,F,Construction,F4321,1,2007,10000,4648509.0,small,1
663577986,Sinai Services Ltd.,اللوتس تقنية محدودة,A,"Agriculture, forestry and fishing",A0111,1,2005,10000,1037109.0,small,1
825674036,Cairo Tech SAE,الجيزة زراعة ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4730,0,2011,10000,577898.0,small,1
416195797,Cairo Tech LLC,الإسكندرية تجارة محدودة,R,"Arts, entertainment and recreation",R9101,0,2023,10000,3213671.0,medium,9
752165473,Nile Textiles SAE,الأهرام بلاستيك ش.م.م,A,"Agriculture, forestry and fishing",A0149,1,2021,10000,14838433.0,medium,1
685009246,Pyramid Plastics SAE,الأهرام خدمات ذ.م.م,H,Transportation and storage,H5011,0,2008,10000,1446007.0,small,1
536282161,Delta Services LLC,الإسكندرية كيماويات محدودة,D,"Electricity, gas, steam and air conditioning supply",D3510,1,2017,2025,2740119.0,small,1
914599428,Sinai Steel Co.,الدلتا أغذية ش.م.م,S,Other service activities,S9499,0,2014,10000,3394863.0,medium,1
372256385,Horus Plastics SAE,اللوتس أغذية ش.ذ.م.م,M,"Professional, scientific and technical activities",M7490,0,2010,10000,4402822.0,medium,1
278799551,Horus Foods SAE,سيناء زراعة ش.ذ.م.م,E,"Water supply; sewerage, waste management and remediation activities",E3821,1,2019,10000,1122979.0,small,1
910605684,Giza Foods Co.,مصر تجارة ش.ذ.م.م,S,Other service activities,S9521,0,2011,10000,2677902.0,small,1
523812892,Alex Services LLC,سيناء بلاستيك ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4711,0,2014,10000,915463.0,small,1
143265278,Pyramid Plastics Ltd.,اللوتس صلب ش.ذ.م.م,J,Information and communication,J6311,0,2022,10000,1296697.0,small,8
400932749,Cairo Textiles LLC,مصر أغذية ش.م.م,F,Construction,F4210,1,2020,10000,2745206.0,small,1
442747882,Nile Steel LLC,القاهرة تجارة ش.م.م,F,Construction,F4220,1,2020,10000,4081999.0,small,1
904013026,Lotus Textiles Co.,الدلتا منسوجات محدودة,C,Manufacturing,C2670,1,2013,10000,4157041.0,small,1
844041327,Alex Foods LLC,الجيزة كيماويات ش.م.م,F,Construction,F4390,1,2006,2008,3286558.0,small,1
674834359,Horus Agri SAE,مصر تقنية ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4530,0,2012,2013,208351.0,small,1
315791906,Alex Agri LLC,الدلتا منسوجات ش.م.م,A,"Agriculture, forestry and fishing",A0210,1,2009,10000,7952793.0,medium,1
136845621,Delta Plastics Co.,الإسكندرية بلاستيك محدودة,A,"Agriculture, forestry and fishing",A0322,1,2005,10000,8958464.0,medium,1
891238106,Horus Steel LLC,الأهرام زراعة ذ.م.م,A,"Agriculture, forestry and fishing",A0164,1,2006,10000,2514936.0,small,9
881040006,Misr Steel SAE,النيل خدمات ش.م.م,N,Administrative and support service activities,N7740,0,2015,10000,1798020.0,small,1
243776698,Delta Logistics LLC,الأهرام صلب ش.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4510,0,2024,10000,3022532.0,medium,8
938577417,Sinai Textiles Ltd.,الأهرام صلب ش.م.م,Q,Human health and social work activities,Q8690,0,2009,2015,477460.0,small,1
852030655,Horus Plastics LLC,حورس خدمات محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4730,0,2019,10000,1124264.0,small,1
312866062,Sinai Steel Ltd.,حورس بلاستيك ش.ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4742,0,2019,10000,1090869.0,small,1
416755700,Cairo Logistics Ltd.,القاهرة تقنية ش.ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4610,0,2023,10000,4108685.0,medium,1
322054435,Lotus Textiles Ltd.,مصر لوجستيات محدودة,L,Real estate activities,L6820,0,2014,10000,2857651.0,small,2
133180123,Nile Steel SAE,القاهرة خدمات محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4761,0,2011,10000,4210122.0,medium,1
372397095,Cairo Chem SAE,الإسكندرية خدمات ش.م.م,M,"Professional, scientific and technical activities",M7220,0,2022,10000,3179607.0,medium,1
701232234,Horus Steel LLC,النيل بلاستيك ش.ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4789,0,2012,10000,2417732.0,small,1
783813207,Pyramid Foods SAE,الإسكندرية زراعة ش.م.م,C,Manufacturing,C2211,1,2023,10000,1704858.0,small,1
319129429,Sinai Foods LLC,النيل لوجستيات محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4772,0,2012,10000,941369.0,small,6
881078840,Horus Steel Co.,الأهرام تقنية محدودة,A,"Agriculture, forestry and fishing",A0113,1,2011,10000,2155389.0,small,1
873902649,Horus Plastics SAE,الدلتا تجارة ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4764,0,2005,10000,2638429.0,small,1
512164196,Lotus Steel SAE,سيناء لوجستيات ذ.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4690,0,2010,10000,1654137.0,small,1
488299483,Pyramid Steel LLC,مصر زراعة ش.م.م,J,Information and communication,J6010,0,2007,2015,620359.0,small,1
505372123,Pyramid Steel SAE,الدلتا منسوجات ش.ذ.م.م,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T9700,0,2013,10000,4013946.0,medium,1
145614822,Lotus Agri Ltd.,مصر صلب ذ.م.م,C,Manufacturing,C2511,1,2014,10000,5584611.0,medium,1
706506902,Giza Steel Ltd.,النيل لوجستيات ذ.م.م,H,Transportation and storage,H5229,0,2010,10000,2470778.0,small,1
959123509,Alex Textiles SAE,مصر تجارة ش.م.م,M,"Professional, scientific and technical activities",M7210,0,2008,10000,2032991.0,small,4
126454710,Giza Agri Co.,اللوتس خدمات ش.م.م,J,Information and communication,J6110,0,2021,10000,2662849.0,small,1
818089051,Pyramid Trading SAE,سيناء أغذية ذ.م.م,F,Construction,F4322,1,2006,10000,2146873.0,small,1
299425463,Misr Steel LLC,حورس منسوجات محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2023,10000,265979.0,small,1
159300185,Horus Chem LLC,اللوتس بلاستيك ش.ذ.م.م,Q,Human health and social work activities,Q8720,0,2009,10000,973211.0,small,1
191260254,Alex Textiles SAE,مصر بلاستيك ش.م.م,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4663,0,2024,10000,2343518.0,small,6
389295849,Delta Foods SAE,الإسكندرية تقنية ذ.م.م,I,Accommodation and food service activities,I5590,0,2008,10000,3324014.0,medium,1
471577185,Giza Agri Co.,الإسكندرية منسوجات محدودة,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4721,0,2013,10000,3032627.0,medium,8
