الرقم_الضريبي,السنة,القطاع,القسم_كود,القسم,المجموع_كود,المجموع,الفرع_كود,الفرع,المبيعات_جنيه,الإيرادات_جنيه,الموظفون,رأس_المال_المدفوع_جنيه,ضريبة_القيمة_المضافة_المتوقعة,ضريبة_القيمة_المضافة_المصرح_بها,branches,فئة_SME,start_year,اسم_الشركة,عمر_المنشأة,نمو_المبيعات,نمو_الموظفين,العائد_على_رأس_المال,المبيعات_جنيه_p,نمو_المبيعات_p,الموظفون_p,نمو_الموظفين_p,عمر_المنشأة_p,العائد_على_رأس_المال_p,branches_p,score,historical_score
100149975,2021,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5590,,3907612.0,3648896.0,10,564733.0,547066.0,405536.0,1,small,2017,اللوتس كيماويات ش.م.م,5,,,6.461276390789984,0.0605095541401273,0.5,0.3487261146496815,0.5,0.2929936305732484,0.197452229299363,0.375796178343949,3.37,0.0
100149975,2022,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5590,,5540669.0,5923425.0,10,564733.0,775694.0,684197.0,1,small,2017,اللوتس كيماويات ش.م.م,6,0.4179168760869809,0.0,10.488894752033262,0.0707964601769911,0.1563421828908554,0.3672566371681416,0.4306784660766962,0.3480825958702065,0.2153392330383481,0.3746312684365782,2.7,-0.67
100149975,2023,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5590,,5502616.0,5719916.0,11,564733.0,770366.0,764236.0,1,small,2017,اللوتس كيماويات ش.م.م,7,-0.0068679432032485,0.1,10.12853153614186,0.0473537604456824,0.1420612813370473,0.426183844011142,0.8746518105849582,0.3844011142061281,0.1894150417827298,0.3746518105849582,3.23,0.53
100149975,2024,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5590,,5625891.0,5543976.0,10,564733.0,787625.0,637413.0,1,small,2017,اللوتس كيماويات ش.م.م,8,0.0224029806913657,-0.0909090909090909,9.81698608014761,0.0563002680965147,0.3592493297587131,0.3364611260053619,0.0871313672922252,0.4101876675603217,0.1876675603217158,0.3766756032171581,2.65,-0.58
100149975,2025,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5590,,5785495.0,5509771.0,12,564733.0,809969.0,651229.0,1,small,2017,اللوتس كيماويات ش.م.م,9,0.0283695507076122,0.1999999999999999,9.756417634528177,0.0432432432432432,0.4216216216216216,0.4635135135135135,0.9797297297297296,0.4094594594594594,0.1675675675675675,0.3756756756756756,3.95,1.3
100233326,2021,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,49913053.0,49111628.0,81,4338080.0,6987827.0,6852005.0,1,small,2011,اللوتس لوجستيات ش.ذ.م.م,11,,,11.321051709512044,0.60828025477707,0.5,0.9920382165605096,0.5,0.6640127388535032,0.3089171974522293,0.375796178343949,5.36,0.0
100233326,2022,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,74956690.0,67744029.0,83,4338080.0,10493937.0,11324668.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,12,0.5017452448761248,0.0246913580246914,15.616131791022756,0.616519174041298,0.672566371681416,0.9734513274336284,0.6873156342182891,0.6887905604719764,0.2979351032448377,0.3746312684365782,5.92,0.56
100233326,2023,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,79023170.0,84809623.0,81,4338080.0,11063244.0,10809493.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,13,0.0542510615129883,-0.0240963855421686,19.55003665215948,0.6295264623955432,0.6991643454038997,0.958217270194986,0.1866295264623955,0.7061281337047354,0.3593314763231198,0.3746518105849582,5.47,-0.45
100233326,2024,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,88106543.0,82480016.0,86,4338080.0,12334916.0,11517936.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,14,0.1149456925101839,0.0617283950617284,19.013023272968688,0.646112600536193,0.935656836461126,0.9731903485254692,0.7667560321715817,0.7184986595174263,0.3458445040214477,0.3766756032171581,6.68,1.21
100233326,2025,أنشطة الإقامة وخدمات الطعام,I5,,I56,,I5610,,88742875.0,89009101.0,84,4338080.0,12424003.0,11259039.0,1,medium,2011,اللوتس لوجستيات ش.ذ.م.م,15,0.0072223012994618,-0.0232558139534884,20.518086572861726,0.6486486486486487,0.2432432432432432,0.9675675675675676,0.1864864864864865,0.7162162162162162,0.3567567567567568,0.3756756756756756,4.6,-2.08
100271416,2021,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,51470230.0,46623959.0,11,2335102.0,7205832.0,6543917.0,1,small,2011,النيل أغذية ذ.م.م,11,,,19.966562060244048,0.5956937799043063,0.5,0.4677033492822967,0.5,0.6578947368421053,0.430622009569378,0.3827751196172249,4.93,0.0
100271416,2022,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,52322573.0,49736330.0,10,2335102.0,7325160.0,7950001.0,1,small,2011,النيل أغذية ذ.م.م,12,0.0165599221142007,-0.0909090909090909,21.299425035822846,0.5796460176991151,0.3163716814159292,0.3915929203539823,0.0707964601769911,0.6836283185840708,0.4491150442477876,0.3838495575221239,3.98,-0.95
100271416,2023,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,49786658.0,48493745.0,10,2335102.0,6970132.0,7612941.0,1,small,2011,النيل أغذية ذ.م.م,13,-0.0484669398808044,0.0,20.767291964119767,0.5502092050209205,0.0606694560669456,0.401673640167364,0.4278242677824267,0.700836820083682,0.4267782426778242,0.3807531380753138,3.78,-0.2
100271416,2024,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,52841787.0,56908547.0,11,2335102.0,7397850.0,5966407.0,1,medium,2011,النيل أغذية ذ.م.م,14,0.0613644121282452,0.1,24.37090414037588,0.5610236220472441,0.7696850393700787,0.453740157480315,0.8917322834645669,0.718503937007874,0.4763779527559055,0.3789370078740157,6.08,2.3
100271416,2025,الأنشطة المهنية والعلمية والتقنية,M7,,M71,,M7120,,53986770.0,49340857.0,11,2335102.0,7558148.0,8225633.0,1,small,2011,النيل أغذية ذ.م.م,15,0.0216681354852741,0.0,21.130064982172087,0.5612648221343873,0.4328063241106719,0.4387351778656126,0.4120553359683794,0.717391304347826,0.4011857707509881,0.3794466403162055,4.58,-1.5
100400180,2022,الصناعة التحويلية,C1,,C15,,C1512,,27303159.0,25202074.0,10,1403794.0,3822442.0,3081348.0,8,small,2022,النيل لوجستيات ش.م.م,1,,,17.95282926127338,0.2966386554621849,0.5004201680672269,0.3932773109243697,0.453781512605042,0.0302521008403361,0.7168067226890756,0.954201680672269,4.77,0.0
100400180,2023,الصناعة التحويلية,C1,,C15,,C1512,,25748073.0,26057151.0,10,1403794.0,3604730.0,3172347.0,8,small,2022,النيل لوجستيات ش.م.م,2,-0.0569562664891634,0.0,18.5619478356511,0.2855987055016181,0.2766990291262136,0.3859223300970874,0.4393203883495146,0.0728155339805825,0.7378640776699029,0.9538834951456312,4.56,-0.21
100400180,2024,الصناعة التحويلية,C1,,C15,,C1512,,28161226.0,26473172.0,10,1403794.0,3942572.0,3547271.0,8,small,2022,النيل لوجستيات ش.م.م,3,0.0937216932700166,0.0,18.85830257145992,0.2981510015408321,0.6070878274268104,0.3759630200308166,0.4318181818181818,0.1217257318952234,0.7149460708782742,0.9549306625577813,4.97,0.41
100400180,2025,الصناعة التحويلية,C1,,C15,,C1512,,29797000.0,29812650.0,10,1403794.0,4171580.0,2935388.0,8,small,2022,النيل لوجستيات ش.م.م,4,0.0580860364531004,0.0,21.23719719559993,0.2983682983682983,0.7482517482517482,0.3702408702408702,0.4514374514374514,0.1227661227661227,0.7521367521367521,0.9545454545454546,5.24,0.27
100414406,2022,المعلومات والاتصالات,J5,,J58,,J5819,,191584226.0,195968521.0,40,4555687.0,26821792.0,20443513.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,1,,,43.0162390436393,0.9209302325581395,0.5011627906976744,0.6825581395348838,0.3511627906976744,0.0383720930232558,0.7930232558139535,0.8593023255813953,6.23,0.0
100414406,2023,المعلومات والاتصالات,J5,,J58,,J5819,,205708850.0,224614606.0,43,4555687.0,28799239.0,21837960.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,2,0.0737254015891684,0.0749999999999999,49.30422261230853,0.8989010989010989,0.0857142857142857,0.710989010989011,0.7120879120879121,0.0934065934065934,0.8087912087912088,0.8593406593406593,5.57,-0.66
100414406,2024,المعلومات والاتصالات,J5,,J58,,J5819,,222714231.0,244008289.0,44,4555687.0,31179992.0,32739264.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,3,0.0826672308945386,0.0232558139534884,53.56124970833159,0.902335456475584,0.5562632696390658,0.7091295116772823,0.4745222929936306,0.1263269639065817,0.7961783439490446,0.8598726114649682,6.59,1.02
100414406,2025,المعلومات والاتصالات,J5,,J58,,J5819,,239808358.0,228612256.0,43,4555687.0,33573170.0,33383115.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,4,0.0767536359183083,-0.0227272727272727,50.18173021983293,0.8993576017130621,0.4817987152034261,0.6734475374732334,0.1113490364025695,0.1274089935760171,0.7173447537473233,0.8586723768736617,5.72,-0.87
100479255,2021,الصناعة التحويلية,C3,,C30,,C3091,,96260926.0,93757428.0,70,12634834.0,13476530.0,14705090.0,4,medium,2017,الأهرام كيماويات ش.م.م,5,,,7.420550835887515,0.6980461811722913,0.5,0.9258436944937832,0.5,0.2868561278863232,0.2708703374777975,0.8250444049733571,5.4,0.0
100479255,2022,الصناعة التحويلية,C3,,C30,,C3091,,101116765.0,98611951.0,68,12634834.0,14156347.0,12726901.0,4,medium,2017,الأهرام كيماويات ش.م.م,6,0.0504445490167007,-0.0285714285714285,7.804768230433419,0.7075630252100841,0.7142857142857143,0.9063025210084034,0.1592436974789915,0.330672268907563,0.2848739495798319,0.8252100840336134,5.47,0.07
100479255,2023,الصناعة التحويلية,C3,,C30,,C3091,,78405038.0,102540349.0,66,12634834.0,13307054.0,10392101.0,4,medium,2017,الأهرام كيماويات ش.م.م,7,-0.2246089162365904,-0.0294117647058823,8.115686284441885,0.6715210355987055,0.0542071197411003,0.8907766990291263,0.1678802588996763,0.3596278317152103,0.313915857605178,0.8248381877022654,4.7,-0.77
100479255,2024,الصناعة التحويلية,C3,,C30,,C3091,,92138091.0,88951983.0,64,12634834.0,13744666.0,12981169.0,4,medium,2017,الأهرام كيماويات ش.م.م,8,0.1751552368356737,-0.0303030303030302,7.0402177820460485,0.7018489984591679,0.9329738058551618,0.863251155624037,0.1486902927580893,0.3940677966101695,0.224191063174114,0.8278120184899846,5.57,0.87
100479255,2025,الصناعة التحويلية,C3,,C30,,C3091,,88580752.0,103325646.0,66,12634834.0,14457228.0,13355082.0,4,medium,2017,الأهرام كيماويات ش.م.م,9,-0.0386087769063936,0.03125,8.177839613880167,0.6783216783216783,0.0994560994560994,0.8694638694638694,0.7253302253302253,0.3939393939393939,0.275058275058275,0.8271173271173271,5.12,-0.45
100520866,2024,النقل والتخزين,H4,,H49,,H4921,,184822869.0,188564111.0,39,3217591.0,25875202.0,27912924.0,1,medium,2024,مصر كيماويات محدودة,1,,,58.60412681412895,0.9311827956989248,0.5010752688172043,0.6301075268817204,0.489247311827957,0.0193548387096774,0.8881720430107527,0.3720430107526882,6.22,0.0
100520866,2025,النقل والتخزين,H4,,H49,,H4921,,193645672.0,187543072.0,35,3217591.0,27110394.0,23618483.0,1,medium,2024,مصر كيماويات محدودة,2,0.0477365330802217,-0.1025641025641025,58.28679655058707,0.9267241379310344,0.7543103448275862,0.6142241379310345,0.0689655172413793,0.0193965517241379,0.8879310344827587,0.3717672413793103,6.12,-0.1
100846774,2021,الصناعة التحويلية,C3,,C30,,C3040,,204650383.0,211618991.0,35,6799286.0,28651054.0,28157114.0,1,medium,2008,النيل منسوجات ش.م.م,14,,,31.12370784226461,0.9600355239786856,0.5,0.6358792184724689,0.5,0.8183836589698046,0.8934280639431617,0.3663410301953819,7.41,0.0
100846774,2022,الصناعة التحويلية,C3,,C30,,C3040,,213873762.0,210051691.0,34,6799286.0,29942327.0,27508850.0,1,medium,2008,النيل منسوجات ش.م.م,15,0.0450689554780847,-0.0285714285714285,30.89319834464972,0.965546218487395,0.6722689075630253,0.6319327731092437,0.1592436974789915,0.8298319327731093,0.8831932773109243,0.3668067226890756,7.34,-0.07
100846774,2023,الصناعة التحويلية,C3,,C30,,C3040,,200189755.0,207653441.0,36,6799286.0,28026566.0,26755596.0,1,medium,2008,النيل منسوجات ش.م.م,16,-0.0639817005697033,0.0588235294117647,30.540477485430088,0.9627831715210357,0.244336569579288,0.6415857605177994,0.7997572815533981,0.8361650485436893,0.8875404530744336,0.366504854368932,7.36,0.02
100846774,2024,الصناعة التحويلية,C3,,C30,,C3040,,214955849.0,201586425.0,34,6799286.0,30093819.0,31019308.0,1,medium,2008,النيل منسوجات ش.م.م,17,0.0737604878930993,-0.0555555555555555,29.64817555843364,0.9668721109399075,0.3844375963020031,0.6194144838212635,0.1093990755007704,0.8439907550077042,0.8705701078582434,0.3678736517719568,6.92,-0.44
100846774,2025,الصناعة التحويلية,C3,,C30,,C3040,,223906603.0,210215550.0,36,6799286.0,31346924.0,32204149.0,1,medium,2008,النيل منسوجات ش.م.م,18,0.0416399648655292,0.0588235294117647,30.91729778685585,0.9673659673659674,0.6433566433566433,0.6367521367521367,0.7913752913752914,0.8426573426573427,0.8624708624708625,0.3686868686868687,7.78,0.86
100859609,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,54194298.0,49710041.0,60,3778675.0,7587202.0,5355143.0,1,small,2023,اللوتس منسوجات محدودة,1,,,13.15541585344069,0.5784041286224693,0.5001984914648671,0.8290988487495038,0.4704247717348154,0.0291782453354505,0.2481143310837634,0.3731639539499801,4.5,0.0
100859609,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,53562393.0,54161243.0,55,3778675.0,8331928.0,7612374.0,1,medium,2023,اللوتس منسوجات محدودة,2,-0.0116599905030598,-0.0833333333333333,14.333395436230957,0.6010598031794095,0.9436033308099924,0.7791445874337622,0.0982210446631339,0.0800529901589704,0.2676003028009084,0.3726343679031037,4.9,0.4
100859609,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,57772653.0,52567756.0,56,3778675.0,8088171.0,6782276.0,1,medium,2023,اللوتس منسوجات محدودة,3,0.0786047777962422,0.018181818181818,13.911690208869512,0.5878995433789954,0.1225266362252663,0.7834855403348554,0.6757990867579908,0.0800989345509893,0.2484779299847793,0.3721461187214612,4.07,-0.83
100872949,2021,الصناعة التحويلية,C3,,C33,,C3312,,1456327.0,5237078.0,44,1515715.0,766979.0,713877.0,1,small,2016,النيل صلب ذ.م.م,6,,,3.4551864961420846,0.0088809946714031,0.5,0.7109236234458259,0.5,0.3428063943161634,0.0932504440497335,0.3663410301953819,2.96,0.0
100872949,2022,الصناعة التحويلية,C3,,C33,,C3312,,5738246.0,5942258.0,10,1515715.0,803354.0,771281.0,1,small,2016,النيل صلب ذ.م.م,7,2.94021809662253,-0.7727272727272727,3.9204322712383264,0.0663865546218487,0.9705882352941176,0.3932773109243697,0.0142857142857142,0.3827731092436974,0.1117647058823529,0.3668067226890756,2.9,-0.06
100872949,2023,الصناعة التحويلية,C3,,C33,,C3312,,5631941.0,6132252.0,10,1515715.0,788472.0,631407.0,1,small,2016,النيل صلب ذ.م.م,8,-0.0185256958310954,0.0,4.04578169378808,0.063915857605178,0.6286407766990292,0.3859223300970874,0.4393203883495146,0.409789644012945,0.1173139158576051,0.366504854368932,2.86,-0.04
100872949,2024,الصناعة التحويلية,C3,,C33,,C3312,,5910643.0,6428387.0,10,1515715.0,827490.0,599123.0,1,small,2016,النيل صلب ذ.م.م,9,0.0494859587485025,0.0,4.241158133290229,0.0608628659476117,0.2164869029275808,0.3759630200308166,0.4318181818181818,0.4410631741140216,0.110939907550077,0.3678736517719568,2.37,-0.49
100872949,2025,الصناعة التحويلية,C3,,C33,,C3312,,5822162.0,5786409.0,10,1515715.0,815103.0,682798.0,1,small,2016,النيل صلب ذ.م.م,10,-0.0149697757079898,0.0,3.817610170777488,0.0606060606060606,0.1926961926961927,0.3702408702408702,0.4514374514374514,0.4409479409479409,0.0971250971250971,0.3686868686868687,2.31,-0.06
100899048,2024,النقل والتخزين,H4,,H49,,H4923,,39076985.0,39644684.0,5,796572.0,5470778.0,4244582.0,1,small,2024,الإسكندرية خدمات ذ.م.م,1,,,49.76911566060569,0.432258064516129,0.5010752688172043,0.0193548387096774,0.489247311827957,0.0193548387096774,0.8172043010752689,0.3720430107526882,4.19,0.0
100899048,2025,النقل والتخزين,H4,,H49,,H4923,,41200440.0,40912795.0,5,796572.0,5768062.0,5200652.0,1,small,2024,الإسكندرية خدمات ذ.م.م,2,0.0543402977481501,0.0,51.3610759604907,0.4353448275862069,0.8017241379310345,0.0290948275862068,0.4525862068965517,0.0193965517241379,0.8383620689655172,0.3717672413793103,4.64,0.45
101031226,2021,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,12537682.0,12282223.0,9,1128338.0,1755275.0,1255860.0,1,small,2006,اللوتس صلب ش.م.م,16,,,10.885233857230723,0.2356687898089172,0.5,0.2802547770700637,0.5,0.926751592356688,0.2993630573248407,0.375796178343949,4.18,0.0
101031226,2022,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,18890034.0,19941963.0,9,1128338.0,2644605.0,2661335.0,1,small,2006,اللوتس صلب ش.م.م,17,0.5066608006168924,0.0,17.67374935524639,0.2448377581120944,0.7079646017699115,0.2890855457227139,0.4306784660766962,0.9321533923303836,0.3451327433628318,0.3746312684365782,4.6,0.42
101031226,2023,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,19675667.0,19116059.0,9,1128338.0,2754593.0,2326217.0,1,small,2006,اللوتس صلب ش.م.م,18,0.041589813972807,0.0,16.94178428804135,0.2256267409470752,0.5598885793871866,0.277158774373259,0.4317548746518105,0.935933147632312,0.2952646239554317,0.3746518105849582,4.2,-0.4
101031226,2024,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,18644206.0,17717362.0,9,1128338.0,2610189.0,2195912.0,1,small,2006,اللوتس صلب ش.م.م,19,-0.0524231783349453,0.0,15.702176120985024,0.2117962466487935,0.0536193029490616,0.2667560321715818,0.4369973190348525,0.938337801608579,0.2734584450402145,0.3766756032171581,3.14,-1.06
101031226,2025,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,19350194.0,20760015.0,10,1128338.0,2709027.0,2637698.0,1,small,2006,اللوتس صلب ش.م.م,20,0.0378663483979955,0.1111111111111111,18.39875551474824,0.2108108108108108,0.5243243243243243,0.327027027027027,0.9162162162162162,0.9378378378378378,0.3081081081081081,0.3756756756756756,4.77,1.63
101042068,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39690413.0,36206370.0,10,741067.0,5556658.0,4037483.0,1,small,2015,الجيزة لوجستيات محدودة,7,,,48.85708039893829,0.4787187362878455,0.5,0.3773584905660377,0.5,0.379552435278631,0.8547608600263273,0.3753839403247038,4.97,0.0
101042068,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39916066.0,39021258.0,10,741067.0,5588249.0,5488624.0,1,small,2015,الجيزة لوجستيات محدودة,8,0.0056853275877981,0.0,52.655506182302005,0.4763894692854158,0.3322189720016715,0.3658587547012119,0.4542415378186377,0.411199331383201,0.8708733806936899,0.3737985791893021,4.64,-0.33
101042068,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39415797.0,42096172.0,10,741067.0,5518212.0,6027811.0,1,small,2015,الجيزة لوجستيات محدودة,9,-0.0125330236702183,0.0,56.80481252032542,0.4545454545454545,0.1965065502183406,0.3687971417229059,0.4704247717348154,0.444422389837237,0.8928146089718142,0.3731639539499801,4.44,-0.2
101042068,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,36104271.0,41034755.0,11,741067.0,5616220.0,5154729.0,1,small,2015,الجيزة لوجستيات محدودة,10,-0.0840151982719009,0.1,55.37253041897696,0.4538228614685844,0.4613928841786525,0.4371688115064345,0.9051854655563968,0.4731264193792581,0.8720666161998486,0.3726343679031037,5.51,1.07
101042068,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,41885613.0,44555855.0,12,741067.0,5863986.0,4842153.0,1,small,2015,الجيزة لوجستيات محدودة,11,0.1601290329335274,0.0909090909090908,60.12392266826077,0.4680365296803653,0.7199391171993912,0.4842085235920852,0.8641552511415526,0.4712709284627093,0.8862252663622526,0.3721461187214612,6.02,0.51
101051460,2021,الأنشطة العقارية,L6,,L68,,L6820,,30533415.0,31223474.0,12,843134.0,4274678.0,4297258.0,1,small,2016,مصر لوجستيات محدودة,6,,,37.0326353818017,0.3372093023255814,0.5,0.4883720930232558,0.5,0.3081395348837209,0.6627906976744186,0.3643410852713178,4.77,0.0
101051460,2022,الأنشطة العقارية,L6,,L68,,L6820,,31466705.0,28641191.0,12,843134.0,4405339.0,3807040.0,1,small,2016,مصر لوجستيات محدودة,7,0.0305661846210127,0.0,33.96991581409361,0.3571428571428571,0.6390977443609023,0.4680451127819549,0.43796992481203,0.3364661654135338,0.6203007518796992,0.3665413533834586,4.8,0.03
101051460,2023,الأنشطة العقارية,L6,,L68,,L6820,,31878618.0,32623155.0,13,843134.0,4463007.0,3506357.0,1,small,2016,مصر لوجستيات محدودة,8,0.0130904395614348,0.0833333333333332,38.69272855797536,0.380281690140845,0.4401408450704225,0.5352112676056338,0.8785211267605634,0.3855633802816901,0.7077464788732394,0.3714788732394366,5.33,0.53
101051460,2024,الأنشطة العقارية,L6,,L68,,L6820,,31048007.0,28638253.0,14,843134.0,4346721.0,4450969.0,1,small,2016,مصر لوجستيات محدودة,9,-0.0260554268695085,0.0769230769230768,33.9664311959902,0.3368055555555556,0.1284722222222222,0.5399305555555556,0.8576388888888888,0.3993055555555556,0.6319444444444444,0.3715277777777778,4.73,-0.6
101051460,2025,الأنشطة العقارية,L6,,L68,,L6820,,31862082.0,29639202.0,14,843134.0,4460691.0,4150146.0,1,small,2016,مصر لوجستيات محدودة,10,0.0262198794273655,0.0,35.153607848811696,0.3449477351916376,0.5888501742160279,0.5400696864111498,0.4686411149825784,0.4006968641114982,0.6585365853658537,0.3728222996515679,5.05,0.32
101078689,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4661,,29272522.0,32133476.0,10,1376587.0,4098153.0,3451020.0,1,small,2021,الأهرام كيماويات ش.م.م,1,,,23.34285882403364,0.3593681439227731,0.5,0.3773584905660377,0.5,0.0278630978499341,0.5046072838964458,0.3753839403247038,4.01,0.0
101078689,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4661,,28698962.0,31354357.0,11,1376587.0,4017855.0,3006337.0,1,small,2021,الأهرام كيماويات ش.م.م,2,-0.0195938019962885,0.1,22.77688006642515,0.3460091934809862,0.1525282072712077,0.4391976598412035,0.8972001671541997,0.0779356456330965,0.4809862097785207,0.3737985791893021,3.92,-0.09
