الرقم_الضريبي,السنة,القطاع,القسم_كود,القسم,المجموع_كود,المجموع,الفرع_كود,الفرع,المبيعات_جنيه,الإيرادات_جنيه,الموظفون,رأس_المال_المدفوع_جنيه,ضريبة_القيمة_المضافة_المتوقعة,ضريبة_القيمة_المضافة_المصرح_بها,branches,فئة_SME,start_year,اسم_الشركة,عمر_المنشأة,نمو_المبيعات,نمو_الموظفين,العائد_على_رأس_المال,المبيعات_جنيه_p,نمو_المبيعات_p,الموظفون_p,نمو_الموظفين_p,عمر_المنشأة_p,العائد_على_رأس_المال_p,branches_p,group_used,group_size_used,score
100400180,2024,الصناعة التحويلية,C1,,C15,,C1512,,28161226.0,26473172.0,10,1403794.0,3942572.0,3547271.0,8,small,2022,النيل لوجستيات ش.م.م,3,0.09372169327001667,0.0,18.858302571459916,0.2981510015408321,0.6070878274268104,0.37596302003081666,0.4318181818181818,0.12172573189522343,0.7149460708782742,0.9549306625577813,sector,1298,4.97
100400180,2025,الصناعة التحويلية,C1,,C15,,C1512,,29797000.0,29812650.0,10,1403794.0,4171580.0,2935388.0,8,small,2022,النيل لوجستيات ش.م.م,4,0.0580860364531004,0.0,21.237197195599926,0.29836829836829837,0.7482517482517482,0.37024087024087027,0.45143745143745145,0.12276612276612277,0.7521367521367521,0.9545454545454546,sector,1287,5.24
100414406,2022,المعلومات والاتصالات,J5,,J58,,J5819,,191584226.0,195968521.0,40,4555687.0,26821792.0,20443513.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,1,,,43.0162390436393,0.8518518518518519,0.5185185185185185,0.6666666666666666,0.5185185185185185,0.09259259259259259,0.7407407407407407,0.8703703703703703,class,27,6.29
100414406,2023,المعلومات والاتصالات,J5,,J58,,J5819,,205708850.0,224614606.0,43,4555687.0,28799239.0,21837960.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,2,0.0737254015891684,0.07499999999999996,49.30422261230853,0.8214285714285714,0.03571428571428571,0.6785714285714286,0.8928571428571429,0.125,0.7857142857142857,0.875,class,28,5.5
100414406,2024,المعلومات والاتصالات,J5,,J58,,J5819,,222714231.0,244008289.0,44,4555687.0,31179992.0,32739264.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,3,0.08266723089453865,0.023255813953488413,53.56124970833159,0.8333333333333334,0.43333333333333335,0.7166666666666667,0.43333333333333335,0.18333333333333332,0.8,0.8833333333333333,class,30,6.19
100414406,2025,المعلومات والاتصالات,J5,,J58,,J5819,,239808358.0,228612256.0,43,4555687.0,33573170.0,33383115.0,5,medium,2022,الدلتا خدمات ش.ذ.م.م,4,0.0767536359183083,-0.022727272727272707,50.18173021983293,0.8666666666666667,0.5,0.6333333333333333,0.16666666666666666,0.18333333333333332,0.7,0.8833333333333333,class,30,5.77
100479255,2021,الصناعة التحويلية,C3,,C30,,C3091,,96260926.0,93757428.0,70,12634834.0,13476530.0,14705090.0,4,medium,2017,الأهرام كيماويات ش.م.م,5,,,7.420550835887515,0.6980461811722913,0.5,0.9258436944937833,0.5,0.28685612788632325,0.27087033747779754,0.8250444049733571,sector,1126,5.4
100479255,2022,الصناعة التحويلية,C3,,C30,,C3091,,101116765.0,98611951.0,68,12634834.0,14156347.0,12726901.0,4,medium,2017,الأهرام كيماويات ش.م.م,6,0.0504445490167007,-0.02857142857142858,7.804768230433419,0.7075630252100841,0.7142857142857143,0.9063025210084034,0.15924369747899159,0.330672268907563,0.2848739495798319,0.8252100840336134,sector,1190,5.47
100479255,2023,الصناعة التحويلية,C3,,C30,,C3091,,78405038.0,102540349.0,66,12634834.0,13307054.0,10392101.0,4,medium,2017,الأهرام كيماويات ش.م.م,7,-0.2246089162365904,-0.02941176470588236,8.115686284441885,0.6715210355987055,0.054207119741100325,0.8907766990291263,0.16788025889967637,0.35962783171521034,0.313915857605178,0.8248381877022654,sector,1236,4.7
100479255,2024,الصناعة التحويلية,C3,,C30,,C3091,,92138091.0,88951983.0,64,12634834.0,13744666.0,12981169.0,4,medium,2017,الأهرام كيماويات ش.م.م,8,0.1751552368356737,-0.030303030303030276,7.0402177820460485,0.7018489984591679,0.9329738058551618,0.863251155624037,0.14869029275808937,0.3940677966101695,0.22419106317411402,0.8278120184899846,sector,1298,5.57
100479255,2025,الصناعة التحويلية,C3,,C30,,C3091,,88580752.0,103325646.0,66,12634834.0,14457228.0,13355082.0,4,medium,2017,الأهرام كيماويات ش.م.م,9,-0.03860877690639364,0.03125,8.177839613880167,0.6783216783216783,0.09945609945609946,0.8694638694638694,0.7253302253302253,0.3939393939393939,0.27505827505827507,0.8271173271173271,sector,1287,5.12
100520866,2024,النقل والتخزين,H4,,H49,,H4921,,184822869.0,188564111.0,39,3217591.0,25875202.0,27912924.0,1,medium,2024,مصر كيماويات محدودة,1,,,58.60412681412895,1.0,0.5294117647058824,0.7058823529411765,0.5294117647058824,0.058823529411764705,0.8823529411764706,0.4411764705882353,class,17,6.64
100520866,2025,النقل والتخزين,H4,,H49,,H4921,,193645672.0,187543072.0,35,3217591.0,27110394.0,23618483.0,1,medium,2024,مصر كيماويات محدودة,2,0.047736533080221744,-0.10256410256410253,58.28679655058707,1.0,0.8823529411764706,0.7058823529411765,0.11764705882352941,0.058823529411764705,0.9411764705882353,0.4411764705882353,class,17,6.85
100846774,2021,الصناعة التحويلية,C3,,C30,,C3040,,204650383.0,211618991.0,35,6799286.0,28651054.0,28157114.0,1,medium,2008,النيل منسوجات ش.م.م,14,,,31.123707842264615,0.9600355239786856,0.5,0.6358792184724689,0.5,0.8183836589698046,0.8934280639431617,0.3663410301953819,sector,1126,7.41
100846774,2022,الصناعة التحويلية,C3,,C30,,C3040,,213873762.0,210051691.0,34,6799286.0,29942327.0,27508850.0,1,medium,2008,النيل منسوجات ش.م.م,15,0.04506895547808476,-0.02857142857142858,30.89319834464972,0.965546218487395,0.6722689075630253,0.6319327731092437,0.15924369747899159,0.8298319327731093,0.8831932773109243,0.3668067226890756,sector,1190,7.34
100846774,2023,الصناعة التحويلية,C3,,C30,,C3040,,200189755.0,207653441.0,36,6799286.0,28026566.0,26755596.0,1,medium,2008,النيل منسوجات ش.م.م,16,-0.06398170056970331,0.05882352941176472,30.540477485430088,0.9627831715210357,0.24433656957928804,0.6415857605177994,0.7997572815533981,0.8361650485436893,0.8875404530744336,0.36650485436893204,sector,1236,7.36
100846774,2024,الصناعة التحويلية,C3,,C30,,C3040,,214955849.0,201586425.0,34,6799286.0,30093819.0,31019308.0,1,medium,2008,النيل منسوجات ش.م.م,17,0.0737604878930993,-0.05555555555555558,29.648175558433636,0.9668721109399075,0.3844375963020031,0.6194144838212635,0.10939907550077041,0.8439907550077042,0.8705701078582434,0.36787365177195686,sector,1298,6.92
100846774,2025,الصناعة التحويلية,C3,,C30,,C3040,,223906603.0,210215550.0,36,6799286.0,31346924.0,32204149.0,1,medium,2008,النيل منسوجات ش.م.م,18,0.04163996486552923,0.05882352941176472,30.917297786855855,0.9673659673659674,0.6433566433566433,0.6367521367521367,0.7913752913752914,0.8426573426573427,0.8624708624708625,0.3686868686868687,sector,1287,7.78
100859609,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,54194298.0,49710041.0,60,3778675.0,7587202.0,5355143.0,1,small,2023,اللوتس منسوجات محدودة,1,,,13.15541585344069,0.5263157894736842,0.5087719298245614,0.8421052631578947,0.43859649122807015,0.05263157894736842,0.21052631578947367,0.40350877192982454,class,57,4.44
100859609,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,53562393.0,54161243.0,55,3778675.0,8331928.0,7612374.0,1,medium,2023,اللوتس منسوجات محدودة,2,-0.01165999050305988,-0.08333333333333337,14.333395436230955,0.5737704918032787,0.9672131147540983,0.7459016393442623,0.11475409836065574,0.11475409836065574,0.26229508196721313,0.4016393442622951,class,61,4.95
100859609,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4620,,57772653.0,52567756.0,56,3778675.0,8088171.0,6782276.0,1,medium,2023,اللوتس منسوجات محدودة,3,0.0786047777962422,0.018181818181818077,13.911690208869512,0.5081967213114754,0.08196721311475409,0.7459016393442623,0.6721311475409836,0.11475409836065574,0.22950819672131148,0.4016393442622951,class,61,3.88
100872949,2021,الصناعة التحويلية,C3,,C33,,C3312,,1456327.0,5237078.0,44,1515715.0,766979.0,713877.0,1,small,2016,النيل صلب ذ.م.م,6,,,3.4551864961420846,0.008880994671403197,0.5,0.7109236234458259,0.5,0.3428063943161634,0.09325044404973357,0.3663410301953819,sector,1126,2.96
100872949,2022,الصناعة التحويلية,C3,,C33,,C3312,,5738246.0,5942258.0,10,1515715.0,803354.0,771281.0,1,small,2016,النيل صلب ذ.م.م,7,2.9402180966225306,-0.7727272727272727,3.9204322712383264,0.06638655462184874,0.9705882352941176,0.39327731092436974,0.014285714285714285,0.38277310924369745,0.11176470588235295,0.3668067226890756,sector,1190,2.9
100872949,2023,الصناعة التحويلية,C3,,C33,,C3312,,5631941.0,6132252.0,10,1515715.0,788472.0,631407.0,1,small,2016,النيل صلب ذ.م.م,8,-0.018525695831095423,0.0,4.04578169378808,0.063915857605178,0.6286407766990292,0.3859223300970874,0.4393203883495146,0.409789644012945,0.11731391585760517,0.36650485436893204,sector,1236,2.86
100872949,2024,الصناعة التحويلية,C3,,C33,,C3312,,5910643.0,6428387.0,10,1515715.0,827490.0,599123.0,1,small,2016,النيل صلب ذ.م.م,9,0.04948595874850259,0.0,4.241158133290229,0.06086286594761171,0.21648690292758088,0.37596302003081666,0.4318181818181818,0.4410631741140216,0.11093990755007704,0.36787365177195686,sector,1298,2.37
100872949,2025,الصناعة التحويلية,C3,,C33,,C3312,,5822162.0,5786409.0,10,1515715.0,815103.0,682798.0,1,small,2016,النيل صلب ذ.م.م,10,-0.014969775707989852,0.0,3.817610170777488,0.06060606060606061,0.1926961926961927,0.37024087024087027,0.45143745143745145,0.44094794094794093,0.09712509712509712,0.3686868686868687,sector,1287,2.31
100899048,2024,النقل والتخزين,H4,,H49,,H4923,,39076985.0,39644684.0,5,796572.0,5470778.0,4244582.0,1,small,2024,الإسكندرية خدمات ذ.م.م,1,,,49.76911566060569,0.3,0.525,0.075,0.55,0.05,0.8,0.4,class,20,4.16
100899048,2025,النقل والتخزين,H4,,H49,,H4923,,41200440.0,40912795.0,5,796572.0,5768062.0,5200652.0,1,small,2024,الإسكندرية خدمات ذ.م.م,2,0.05434029774815019,0.0,51.3610759604907,0.35,0.85,0.05,0.375,0.05,0.85,0.4,class,20,4.6
101031226,2021,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,12537682.0,12282223.0,9,1128338.0,1755275.0,1255860.0,1,small,2006,اللوتس صلب ش.م.م,16,,,10.885233857230723,0.2608695652173913,0.5,0.391304347826087,0.5,0.8586956521739131,0.2826086956521739,0.3804347826086957,class,46,4.28
101031226,2022,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,18890034.0,19941963.0,9,1128338.0,2644605.0,2661335.0,1,small,2006,اللوتس صلب ش.م.م,17,0.5066608006168924,0.0,17.67374935524639,0.25,0.7307692307692307,0.34615384615384615,0.375,0.875,0.28846153846153844,0.375,class,52,4.53
101031226,2023,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,19675667.0,19116059.0,9,1128338.0,2754593.0,2326217.0,1,small,2006,اللوتس صلب ش.م.م,18,0.04158981397280703,0.0,16.94178428804135,0.18518518518518517,0.4444444444444444,0.37962962962962965,0.49074074074074076,0.8796296296296297,0.2037037037037037,0.37962962962962965,class,54,3.94
101031226,2024,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,18644206.0,17717362.0,9,1128338.0,2610189.0,2195912.0,1,small,2006,اللوتس صلب ش.م.م,19,-0.052423178334945364,0.0,15.702176120985024,0.26666666666666666,0.1,0.3416666666666667,0.45,0.8916666666666667,0.21666666666666667,0.39166666666666666,class,60,3.32
101031226,2025,أنشطة الإقامة وخدمات الطعام,I5,,I55,,I5520,,19350194.0,20760015.0,10,1128338.0,2709027.0,2637698.0,1,small,2006,اللوتس صلب ش.م.م,20,0.03786634839799552,0.11111111111111116,18.398755514748242,0.23333333333333334,0.48333333333333334,0.44166666666666665,0.875,0.8916666666666667,0.25,0.39166666666666666,class,60,4.72
101042068,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39690413.0,36206370.0,10,741067.0,5556658.0,4037483.0,1,small,2015,الجيزة لوجستيات محدودة,7,,,48.85708039893829,0.4074074074074074,0.5,0.4537037037037037,0.5,0.35185185185185186,0.8888888888888888,0.39814814814814814,class,54,5.02
101042068,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39916066.0,39021258.0,10,741067.0,5588249.0,5488624.0,1,small,2015,الجيزة لوجستيات محدودة,8,0.005685327587798161,0.0,52.655506182302005,0.41379310344827586,0.29310344827586204,0.43103448275862066,0.39655172413793105,0.39655172413793105,0.896551724137931,0.4051724137931034,class,58,4.57
101042068,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,39415797.0,42096172.0,10,741067.0,5518212.0,6027811.0,1,small,2015,الجيزة لوجستيات محدودة,9,-0.012533023670218357,0.0,56.80481252032542,0.3968253968253968,0.1746031746031746,0.4126984126984127,0.5396825396825397,0.4603174603174603,0.9206349206349206,0.4126984126984127,class,63,4.57
101042068,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,36104271.0,41034755.0,11,741067.0,5616220.0,5154729.0,1,small,2015,الجيزة لوجستيات محدودة,10,-0.08401519827190096,0.10000000000000009,55.372530418976964,0.3972602739726027,0.6027397260273972,0.4726027397260274,0.8972602739726028,0.5342465753424658,0.9041095890410958,0.4041095890410959,class,73,5.87
101042068,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G47,,G4752,,41885613.0,44555855.0,12,741067.0,5863986.0,4842153.0,1,small,2015,الجيزة لوجستيات محدودة,11,0.16012903293352743,0.09090909090909083,60.12392266826077,0.3972602739726027,0.726027397260274,0.5068493150684932,0.8767123287671232,0.5342465753424658,0.9041095890410958,0.4041095890410959,class,73,6.1
101051460,2021,الأنشطة العقارية,L6,,L68,,L6820,,30533415.0,31223474.0,12,843134.0,4274678.0,4297258.0,1,small,2016,مصر لوجستيات محدودة,6,,,37.032635381801704,0.29770992366412213,0.5,0.48854961832061067,0.5,0.3244274809160305,0.6870229007633588,0.366412213740458,class,131,4.8
101051460,2022,الأنشطة العقارية,L6,,L68,,L6820,,31466705.0,28641191.0,12,843134.0,4405339.0,3807040.0,1,small,2016,مصر لوجستيات محدودة,7,0.030566184621012793,0.0,33.96991581409361,0.31297709923664124,0.6412213740458015,0.46946564885496184,0.46564885496183206,0.33969465648854963,0.6106870229007634,0.3702290076335878,class,131,4.72
101051460,2023,الأنشطة العقارية,L6,,L68,,L6820,,31878618.0,32623155.0,13,843134.0,4463007.0,3506357.0,1,small,2016,مصر لوجستيات محدودة,8,0.013090439561434852,0.08333333333333326,38.692728557975364,0.3235294117647059,0.4264705882352941,0.5183823529411765,0.8823529411764706,0.3786764705882353,0.7279411764705882,0.375,class,136,5.25
101051460,2024,الأنشطة العقارية,L6,,L68,,L6820,,31048007.0,28638253.0,14,843134.0,4346721.0,4450969.0,1,small,2016,مصر لوجستيات محدودة,9,-0.02605542686950857,0.07692307692307687,33.9664311959902,0.3333333333333333,0.15942028985507245,0.5253623188405797,0.8840579710144928,0.38768115942028986,0.6521739130434783,0.37318840579710144,class,138,4.8
101051460,2025,الأنشطة العقارية,L6,,L68,,L6820,,31862082.0,29639202.0,14,843134.0,4460691.0,4150146.0,1,small,2016,مصر لوجستيات محدودة,10,0.02621987942736559,0.0,35.153607848811696,0.3333333333333333,0.6014492753623188,0.5289855072463768,0.45652173913043476,0.38768115942028986,0.6666666666666666,0.37318840579710144,class,138,5.03
101078689,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4661,,29272522.0,32133476.0,10,1376587.0,4098153.0,3451020.0,1,small,2021,الأهرام كيماويات ش.م.م,1,,,23.34285882403364,0.3508771929824561,0.5,0.42105263157894735,0.5,0.03508771929824561,0.5087719298245614,0.35964912280701755,class,57,4.03
101078689,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4661,,28698962.0,31354357.0,11,1376587.0,4017855.0,3006337.0,1,small,2021,الأهرام كيماويات ش.م.م,2,-0.019593801996288573,0.10000000000000009,22.77688006642515,0.42105263157894735,0.2807017543859649,0.45614035087719296,0.8421052631578947,0.05263157894736842,0.5087719298245614,0.3508771929824561,class,57,4.19
101078689,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,,G46,,G4661,,29106427.0,31968700.0,11,1376587.0,4074900.0,4134772.0,1,small,2021,الأهرام كيماويات ش.م.م,3,0.014197900258552831,0.0,23.2231598874608,0.40350877192982454,0.47368421052631576,0.4473684210526316,0.43859649122807015,0.07017543859649122,0.5263157894736842,0.3508771929824561,class,57,4.06
